time_bucket,delay_total,late_5_min,early_5_min,count,holiday,weekday,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco
2023-11-20 04:00:00-08:00,0,0,0,3,0,0,15.0,3.5,46.0,0.0,20.0,27.7,1023.5,1.0
2023-11-20 04:20:00-08:00,-13,0,0,16,0,0,15.0,3.5,46.0,0.0,20.0,27.7,1023.5,1.0
2023-11-20 04:40:00-08:00,-22,0,2,49,0,0,15.0,3.5,46.0,0.0,20.0,27.7,1023.5,1.0
2023-11-20 05:00:00-08:00,40,4,1,131,0,0,12.2,4.4,59.0,0.0,140.0,9.4,1023.2,1.0
2023-11-20 05:20:00-08:00,-68,3,4,193,0,0,12.2,4.4,59.0,0.0,140.0,9.4,1023.2,1.0
2023-11-20 05:40:00-08:00,-88,9,14,236,0,0,12.2,4.4,59.0,0.0,140.0,9.4,1023.2,1.0
2023-11-20 06:00:00-08:00,1,6,6,291,0,0,11.7,1.6,50.0,0.0,180.0,16.6,1023.7,1.0
2023-11-20 06:20:00-08:00,83,14,8,335,0,0,11.7,1.6,50.0,0.0,180.0,16.6,1023.7,1.0
2023-11-20 06:40:00-08:00,183,21,6,389,0,0,11.7,1.6,50.0,0.0,180.0,16.6,1023.7,1.0
2023-11-20 07:00:00-08:00,224,26,14,441,0,0,11.7,1.6,50.0,0.0,180.0,16.6,1023.7,1.0
2023-11-20 07:20:00-08:00,89,29,20,486,0,0,11.7,1.6,50.0,0.0,180.0,16.6,1023.7,1.0
2023-11-20 07:40:00-08:00,148,36,27,517,0,0,11.7,1.6,50.0,0.0,180.0,16.6,1023.7,1.0
2023-11-20 08:00:00-08:00,37,33,41,540,0,0,13.9,1.2,42.0,0.0,150.0,14.8,1024.4,1.0
2023-11-20 08:20:00-08:00,-14,23,38,538,0,0,13.9,1.2,42.0,0.0,150.0,14.8,1024.4,1.0
2023-11-20 08:40:00-08:00,-82,30,43,555,0,0,13.9,1.2,42.0,0.0,150.0,14.8,1024.4,1.0
2023-11-20 09:00:00-08:00,-84,34,41,563,0,0,13.9,1.2,42.0,0.0,150.0,14.8,1024.4,2.0
2023-11-20 09:20:00-08:00,60,43,47,566,0,0,13.9,1.2,42.0,0.0,150.0,14.8,1024.4,2.0
2023-11-20 09:40:00-08:00,115,31,33,546,0,0,13.9,1.2,42.0,0.0,150.0,14.8,1024.4,2.0
2023-11-20 10:00:00-08:00,268,42,33,560,0,0,16.7,2.7,39.0,0.0,90.0,9.4,1024.1,2.0
2023-11-20 10:20:00-08:00,391,59,31,558,0,0,16.7,2.7,39.0,0.0,90.0,9.4,1024.1,2.0
2023-11-20 10:40:00-08:00,631,58,20,570,0,0,16.7,2.7,39.0,0.0,90.0,9.4,1024.1,2.0
2023-11-20 11:00:00-08:00,534,59,25,578,0,0,17.2,2.4,37.0,0.0,0.0,0.0,1023.6,2.0
2023-11-20 11:20:00-08:00,318,46,21,571,0,0,17.2,2.4,37.0,0.0,0.0,0.0,1023.6,2.0
2023-11-20 11:40:00-08:00,402,47,17,562,0,0,17.2,2.4,37.0,0.0,0.0,0.0,1023.6,2.0
2023-11-20 12:00:00-08:00,539,58,16,567,0,0,17.2,2.4,37.0,0.0,0.0,0.0,1023.6,2.0
2023-11-20 12:20:00-08:00,614,66,15,566,0,0,17.2,2.4,37.0,0.0,0.0,0.0,1023.6,2.0
2023-11-20 12:40:00-08:00,569,60,10,576,0,0,17.2,2.4,37.0,0.0,0.0,0.0,1023.6,2.0
2023-11-20 13:00:00-08:00,522,58,18,574,0,0,19.4,0.4,28.0,0.0,330.0,5.4,1022.5,2.0
2023-11-20 13:20:00-08:00,483,55,22,570,0,0,19.4,0.4,28.0,0.0,330.0,5.4,1022.5,2.0
2023-11-20 13:40:00-08:00,558,56,13,568,0,0,19.4,0.4,28.0,0.0,330.0,5.4,1022.5,2.0
2023-11-20 14:00:00-08:00,492,60,30,574,0,0,19.4,0.4,28.0,0.0,330.0,5.4,1022.5,2.0
2023-11-20 14:20:00-08:00,453,60,19,557,0,0,19.4,0.4,28.0,0.0,330.0,5.4,1022.5,2.0
2023-11-20 14:40:00-08:00,442,58,19,555,0,0,19.4,0.4,28.0,0.0,330.0,5.4,1022.5,2.0
2023-11-20 15:00:00-08:00,525,54,15,582,0,0,19.4,-1.1,25.0,0.0,0.0,0.0,1022.7,2.0
2023-11-20 15:20:00-08:00,473,53,20,574,0,0,19.4,-1.1,25.0,0.0,0.0,0.0,1022.7,2.0
2023-11-20 15:40:00-08:00,662,66,21,577,0,0,19.4,-1.1,25.0,0.0,0.0,0.0,1022.7,2.0
2023-11-20 16:00:00-08:00,753,72,22,584,0,0,17.8,7.2,50.0,0.0,40.0,14.8,1022.6,2.0
2023-11-20 16:20:00-08:00,698,76,25,573,0,0,17.8,7.2,50.0,0.0,40.0,14.8,1022.6,2.0
2023-11-20 16:40:00-08:00,700,74,22,579,0,0,17.8,7.2,50.0,0.0,40.0,14.8,1022.6,2.0
2023-11-20 17:00:00-08:00,574,70,29,581,0,0,17.2,7.2,50.0,0.0,120.0,14.8,1022.5,2.0
2023-11-20 17:20:00-08:00,943,87,25,579,0,0,17.2,7.2,50.0,0.0,120.0,14.8,1022.5,2.0
2023-11-20 17:40:00-08:00,928,89,29,575,0,0,17.2,7.2,50.0,0.0,120.0,14.8,1022.5,2.0
2023-11-20 18:00:00-08:00,792,100,32,564,0,0,17.2,8.3,56.0,0.0,120.0,14.8,1022.5,2.0
2023-11-20 18:20:00-08:00,637,86,48,549,0,0,17.2,8.3,56.0,0.0,120.0,14.8,1022.5,2.0
2023-11-20 18:40:00-08:00,350,58,56,515,0,0,17.2,8.3,56.0,0.0,120.0,14.8,1022.5,2.0
2023-11-20 19:00:00-08:00,36,44,48,475,0,0,16.1,3.2,42.0,0.0,170.0,9.4,1023.0,2.0
2023-11-20 19:20:00-08:00,181,42,40,439,0,0,16.1,3.2,42.0,0.0,170.0,9.4,1023.0,2.0
2023-11-20 19:40:00-08:00,128,35,28,406,0,0,16.1,3.2,42.0,0.0,170.0,9.4,1023.0,2.0
2023-11-20 20:00:00-08:00,-71,34,49,549,0,0,14.4,5.7,56.0,0.0,160.0,11.2,1023.5,1.0
2023-11-20 20:20:00-08:00,640,68,25,429,0,0,14.4,5.7,56.0,0.0,160.0,11.2,1023.5,1.0
2023-11-20 20:40:00-08:00,446,50,17,387,0,0,14.4,5.7,56.0,0.0,160.0,11.2,1023.5,1.0
2023-11-20 21:00:00-08:00,325,42,21,361,0,0,14.4,3.8,49.0,0.0,120.0,7.6,1023.8,1.0
2023-11-20 21:20:00-08:00,288,39,22,325,0,0,14.4,3.8,49.0,0.0,120.0,7.6,1023.8,1.0
2023-11-20 21:40:00-08:00,248,39,18,298,0,0,14.4,3.8,49.0,0.0,120.0,7.6,1023.8,1.0
2023-11-20 22:00:00-08:00,254,35,11,276,0,0,13.3,6.2,62.0,0.0,0.0,0.0,1023.8,1.0
2023-11-20 22:20:00-08:00,244,27,10,232,0,0,13.3,6.2,62.0,0.0,0.0,0.0,1023.8,1.0
2023-11-20 22:40:00-08:00,384,29,8,188,0,0,13.3,6.2,62.0,0.0,0.0,0.0,1023.8,1.0
2023-11-20 23:00:00-08:00,310,21,5,163,0,0,13.3,6.2,62.0,0.0,0.0,0.0,1023.8,1.0
2023-11-20 23:20:00-08:00,157,13,7,152,0,0,13.3,6.2,62.0,0.0,0.0,0.0,1023.8,1.0
2023-11-20 23:40:00-08:00,199,23,8,154,0,0,13.3,6.2,62.0,0.0,0.0,0.0,1023.8,1.0
2023-11-21 00:00:00-08:00,111,23,8,149,0,1,10.6,4.5,66.0,0.0,230.0,7.6,1024.6,1.0
2023-11-21 00:20:00-08:00,87,17,10,117,0,1,10.6,4.5,66.0,0.0,230.0,7.6,1024.6,1.0
2023-11-21 00:40:00-08:00,85,10,5,82,0,1,10.6,4.5,66.0,0.0,230.0,7.6,1024.6,1.0
2023-11-21 01:00:00-08:00,72,7,0,54,0,1,11.1,3.9,61.0,0.0,0.0,0.0,1024.6,1.0
2023-11-21 01:20:00-08:00,111,11,0,54,0,1,11.1,3.9,61.0,0.0,0.0,0.0,1024.6,1.0
2023-11-21 01:40:00-08:00,101,7,0,50,0,1,11.1,3.9,61.0,0.0,0.0,0.0,1024.6,1.0
2023-11-21 02:00:00-08:00,98,9,0,49,0,1,10.0,5.0,71.0,0.0,170.0,5.4,1024.9,1.0
2023-11-21 02:20:00-08:00,100,10,1,53,0,1,10.0,5.0,71.0,0.0,170.0,5.4,1024.9,1.0
2023-11-21 02:40:00-08:00,74,9,0,49,0,1,10.0,5.0,71.0,0.0,170.0,5.4,1024.9,1.0
2023-11-21 03:00:00-08:00,58,5,0,48,0,1,9.4,4.0,69.0,0.0,260.0,11.2,1025.4,2.0
2023-11-21 03:20:00-08:00,62,6,0,49,0,1,9.4,4.0,69.0,0.0,260.0,11.2,1025.4,2.0
2023-11-21 03:40:00-08:00,29,4,1,48,0,1,9.4,4.0,69.0,0.0,260.0,11.2,1025.4,2.0
2023-11-21 04:00:00-08:00,30,4,2,51,0,1,9.4,4.0,69.0,0.0,260.0,11.2,1025.4,2.0
2023-11-21 04:20:00-08:00,61,9,3,66,0,1,9.4,4.0,69.0,0.0,260.0,11.2,1025.4,2.0
2023-11-21 04:40:00-08:00,45,5,1,101,0,1,9.4,4.0,69.0,0.0,260.0,11.2,1025.4,2.0
2023-11-21 05:00:00-08:00,48,9,2,175,0,1,9.4,3.4,66.0,0.0,270.0,5.4,1026.4,2.0
2023-11-21 05:20:00-08:00,21,14,9,231,0,1,9.4,3.4,66.0,0.0,270.0,5.4,1026.4,2.0
2023-11-21 05:40:00-08:00,45,13,10,254,0,1,9.4,3.4,66.0,0.0,270.0,5.4,1026.4,2.0
2023-11-21 06:00:00-08:00,155,22,6,303,0,1,10.6,5.6,71.0,0.0,160.0,9.4,1027.2,2.0
2023-11-21 06:20:00-08:00,248,26,5,341,0,1,10.6,5.6,71.0,0.0,160.0,9.4,1027.2,2.0
2023-11-21 06:40:00-08:00,280,25,7,393,0,1,10.6,5.6,71.0,0.0,160.0,9.4,1027.2,2.0
2023-11-21 07:00:00-08:00,155,24,16,445,0,1,12.8,6.6,66.0,0.0,130.0,7.6,1028.0,2.0
2023-11-21 07:20:00-08:00,64,17,19,484,0,1,12.8,6.6,66.0,0.0,130.0,7.6,1028.0,2.0
2023-11-21 07:40:00-08:00,118,30,25,515,0,1,12.8,6.6,66.0,0.0,130.0,7.6,1028.0,2.0
2023-11-21 08:00:00-08:00,102,36,31,544,0,1,13.9,6.7,62.0,0.0,120.0,7.6,1028.4,3.0
2023-11-21 08:20:00-08:00,47,28,32,533,0,1,13.9,6.7,62.0,0.0,120.0,7.6,1028.4,3.0
2023-11-21 08:40:00-08:00,102,26,38,560,0,1,13.9,6.7,62.0,0.0,120.0,7.6,1028.4,3.0
2023-11-21 09:00:00-08:00,5,29,34,561,0,1,13.9,6.7,62.0,0.0,120.0,7.6,1028.4,3.0
2023-11-21 09:20:00-08:00,-34,28,48,560,0,1,13.9,6.7,62.0,0.0,120.0,7.6,1028.4,3.0
2023-11-21 09:40:00-08:00,98,33,29,558,0,1,13.9,6.7,62.0,0.0,120.0,7.6,1028.4,3.0
2023-11-21 10:00:00-08:00,282,35,24,567,0,1,14.4,8.3,67.0,0.0,100.0,11.2,1028.5,3.0
2023-11-21 10:20:00-08:00,347,41,21,555,0,1,14.4,8.3,67.0,0.0,100.0,11.2,1028.5,3.0
2023-11-21 10:40:00-08:00,315,58,25,559,0,1,14.4,8.3,67.0,0.0,100.0,11.2,1028.5,3.0
2023-11-21 11:00:00-08:00,319,45,21,561,0,1,16.1,5.1,48.0,0.0,170.0,9.4,1027.6,3.0
2023-11-21 11:20:00-08:00,424,47,17,568,0,1,16.1,5.1,48.0,0.0,170.0,9.4,1027.6,3.0
2023-11-21 11:40:00-08:00,440,44,22,556,0,1,16.1,5.1,48.0,0.0,170.0,9.4,1027.6,3.0
2023-11-21 12:00:00-08:00,524,59,22,560,0,1,17.2,5.5,46.0,0.0,140.0,7.6,1026.9,3.0
2023-11-21 12:20:00-08:00,618,56,17,558,0,1,17.2,5.5,46.0,0.0,140.0,7.6,1026.9,3.0
2023-11-21 12:40:00-08:00,740,75,10,568,0,1,17.2,5.5,46.0,0.0,140.0,7.6,1026.9,3.0
2023-11-21 13:00:00-08:00,537,69,22,565,0,1,17.2,8.3,56.0,0.0,10.0,7.6,1026.4,3.0
2023-11-21 13:20:00-08:00,542,61,20,566,0,1,17.2,8.3,56.0,0.0,10.0,7.6,1026.4,3.0
2023-11-21 13:40:00-08:00,577,60,18,570,0,1,17.2,8.3,56.0,0.0,10.0,7.6,1026.4,3.0
2023-11-21 14:00:00-08:00,461,58,20,570,0,1,17.2,8.3,56.0,0.0,10.0,7.6,1026.4,3.0
2023-11-21 14:20:00-08:00,451,56,16,563,0,1,17.2,8.3,56.0,0.0,10.0,7.6,1026.4,3.0
2023-11-21 14:40:00-08:00,566,65,19,575,0,1,17.2,8.3,56.0,0.0,10.0,7.6,1026.4,3.0
2023-11-21 15:00:00-08:00,564,56,22,565,0,1,16.7,10.1,65.0,0.0,20.0,7.6,1026.4,3.0
2023-11-21 15:20:00-08:00,706,70,14,575,0,1,16.7,10.1,65.0,0.0,20.0,7.6,1026.4,3.0
2023-11-21 15:40:00-08:00,855,89,14,581,0,1,16.7,10.1,65.0,0.0,20.0,7.6,1026.4,3.0
2023-11-21 16:00:00-08:00,899,95,13,593,0,1,16.7,7.9,56.0,0.0,0.0,0.0,1026.3,3.0
2023-11-21 16:20:00-08:00,755,82,21,590,0,1,16.7,7.9,56.0,0.0,0.0,0.0,1026.3,3.0
2023-11-21 16:40:00-08:00,599,79,20,598,0,1,16.7,7.9,56.0,0.0,0.0,0.0,1026.3,3.0
2023-11-21 17:00:00-08:00,666,74,26,594,0,1,15.6,7.9,60.0,0.0,200.0,9.4,1026.6,3.0
2023-11-21 17:20:00-08:00,664,75,25,582,0,1,15.6,7.9,60.0,0.0,200.0,9.4,1026.6,3.0
2023-11-21 17:40:00-08:00,728,77,21,572,0,1,15.6,7.9,60.0,0.0,200.0,9.4,1026.6,3.0
2023-11-21 18:00:00-08:00,842,73,23,559,0,1,15.6,7.9,60.0,0.0,200.0,9.4,1026.6,3.0
2023-11-21 18:20:00-08:00,551,70,31,539,0,1,15.6,7.9,60.0,0.0,200.0,9.4,1026.6,3.0
2023-11-21 18:40:00-08:00,354,63,49,523,0,1,15.6,7.9,60.0,0.0,200.0,9.4,1026.6,3.0
2023-11-21 19:00:00-08:00,179,50,49,486,0,1,13.9,7.9,67.0,0.0,160.0,5.4,1026.7,2.0
2023-11-21 19:20:00-08:00,161,44,43,443,0,1,13.9,7.9,67.0,0.0,160.0,5.4,1026.7,2.0
2023-11-21 19:40:00-08:00,167,34,30,410,0,1,13.9,7.9,67.0,0.0,160.0,5.4,1026.7,2.0
2023-11-21 20:00:00-08:00,5,41,37,570,0,1,14.4,7.9,65.0,0.0,170.0,5.4,1026.7,2.0
2023-11-21 20:20:00-08:00,503,60,24,418,0,1,14.4,7.9,65.0,0.0,170.0,5.4,1026.7,2.0
2023-11-21 20:40:00-08:00,627,60,18,393,0,1,14.4,7.9,65.0,0.0,170.0,5.4,1026.7,2.0
2023-11-21 21:00:00-08:00,403,51,24,362,0,1,14.4,7.9,65.0,0.0,0.0,0.0,1026.5,2.0
2023-11-21 21:20:00-08:00,258,43,25,329,0,1,14.4,7.9,65.0,0.0,0.0,0.0,1026.5,2.0
2023-11-21 21:40:00-08:00,183,28,14,295,0,1,14.4,7.9,65.0,0.0,0.0,0.0,1026.5,2.0
2023-11-21 22:00:00-08:00,189,25,10,281,0,1,12.2,7.3,72.0,0.0,200.0,5.4,1026.2,2.0
2023-11-21 22:20:00-08:00,160,23,11,233,0,1,12.2,7.3,72.0,0.0,200.0,5.4,1026.2,2.0
2023-11-21 22:40:00-08:00,142,16,2,177,0,1,12.2,7.3,72.0,0.0,200.0,5.4,1026.2,2.0
2023-11-21 23:00:00-08:00,210,20,3,159,0,1,12.2,7.3,72.0,0.0,200.0,5.4,1026.2,2.0
2023-11-21 23:20:00-08:00,188,17,3,159,0,1,12.2,7.3,72.0,0.0,200.0,5.4,1026.2,2.0
2023-11-21 23:40:00-08:00,157,13,1,157,0,1,12.2,7.3,72.0,0.0,200.0,5.4,1026.2,2.0
2023-11-22 00:00:00-08:00,219,19,7,151,0,2,10.6,6.7,77.0,0.0,190.0,5.4,1025.4,2.0
2023-11-22 00:20:00-08:00,121,16,5,122,0,2,10.6,6.7,77.0,0.0,190.0,5.4,1025.4,2.0
2023-11-22 00:40:00-08:00,133,15,5,83,0,2,10.6,6.7,77.0,0.0,190.0,5.4,1025.4,2.0
2023-11-22 01:00:00-08:00,134,13,1,57,0,2,10.6,6.7,77.0,0.0,0.0,0.0,1025.2,2.0
2023-11-22 01:20:00-08:00,142,9,0,57,0,2,10.6,6.7,77.0,0.0,0.0,0.0,1025.2,2.0
2023-11-22 01:40:00-08:00,77,10,1,52,0,2,10.6,6.7,77.0,0.0,0.0,0.0,1025.2,2.0
2023-11-22 02:00:00-08:00,83,8,1,49,0,2,10.0,6.7,80.0,0.0,210.0,5.4,1024.8,2.0
2023-11-22 02:20:00-08:00,107,7,0,52,0,2,10.0,6.7,80.0,0.0,210.0,5.4,1024.8,2.0
2023-11-22 02:40:00-08:00,49,4,1,47,0,2,10.0,6.7,80.0,0.0,210.0,5.4,1024.8,2.0
2023-11-22 03:00:00-08:00,63,6,1,51,0,2,10.0,6.2,77.0,0.0,180.0,5.4,1024.5,2.0
2023-11-22 03:20:00-08:00,54,4,2,52,0,2,10.0,6.2,77.0,0.0,180.0,5.4,1024.5,2.0
2023-11-22 03:40:00-08:00,55,3,0,45,0,2,10.0,6.2,77.0,0.0,180.0,5.4,1024.5,2.0
2023-11-22 04:00:00-08:00,71,10,0,53,0,2,10.0,6.2,77.0,0.0,180.0,5.4,1024.5,2.0
2023-11-22 04:20:00-08:00,85,6,1,67,0,2,10.0,6.2,77.0,0.0,180.0,5.4,1024.5,2.0
2023-11-22 04:40:00-08:00,64,12,5,104,0,2,10.0,6.2,77.0,0.0,180.0,5.4,1024.5,2.0
2023-11-22 05:00:00-08:00,114,11,1,175,0,2,8.9,5.6,80.0,0.0,190.0,5.4,1024.2,2.0
2023-11-22 05:20:00-08:00,130,18,7,234,0,2,8.9,5.6,80.0,0.0,190.0,5.4,1024.2,2.0
2023-11-22 05:40:00-08:00,109,17,7,259,0,2,8.9,5.6,80.0,0.0,190.0,5.4,1024.2,2.0
2023-11-22 06:00:00-08:00,380,30,5,306,0,2,10.0,6.7,80.0,0.0,0.0,0.0,1024.0,2.0
2023-11-22 06:20:00-08:00,295,28,4,354,0,2,10.0,6.7,80.0,0.0,0.0,0.0,1024.0,2.0
2023-11-22 06:40:00-08:00,249,28,9,388,0,2,10.0,6.7,80.0,0.0,0.0,0.0,1024.0,2.0
2023-11-22 07:00:00-08:00,192,26,15,459,0,2,11.7,7.2,74.0,0.0,140.0,5.4,1024.1,2.0
2023-11-22 07:20:00-08:00,129,24,19,500,0,2,11.7,7.2,74.0,0.0,140.0,5.4,1024.1,2.0
2023-11-22 07:40:00-08:00,122,28,21,525,0,2,11.7,7.2,74.0,0.0,140.0,5.4,1024.1,2.0
2023-11-22 08:00:00-08:00,-92,21,40,542,0,2,13.9,8.3,69.0,0.0,150.0,5.4,1023.8,2.0
2023-11-22 08:20:00-08:00,-152,24,49,538,0,2,13.9,8.3,69.0,0.0,150.0,5.4,1023.8,2.0
2023-11-22 08:40:00-08:00,-157,24,50,554,0,2,13.9,8.3,69.0,0.0,150.0,5.4,1023.8,2.0
2023-11-22 09:00:00-08:00,-53,35,43,558,0,2,13.9,8.3,69.0,0.0,150.0,5.4,1023.8,2.0
2023-11-22 09:20:00-08:00,76,31,44,573,0,2,13.9,8.3,69.0,0.0,150.0,5.4,1023.8,2.0
2023-11-22 09:40:00-08:00,91,23,29,564,0,2,13.9,8.3,69.0,0.0,150.0,5.4,1023.8,2.0
2023-11-22 10:00:00-08:00,156,31,16,566,0,2,15.0,10.0,72.0,0.0,0.0,0.0,1023.2,2.0
2023-11-22 10:20:00-08:00,178,29,26,562,0,2,15.0,10.0,72.0,0.0,0.0,0.0,1023.2,2.0
2023-11-22 10:40:00-08:00,205,38,37,570,0,2,15.0,10.0,72.0,0.0,0.0,0.0,1023.2,2.0
2023-11-22 11:00:00-08:00,303,42,23,566,0,2,16.1,10.6,70.0,0.0,20.0,9.4,1022.2,2.0
2023-11-22 11:20:00-08:00,227,37,22,568,0,2,16.1,10.6,70.0,0.0,20.0,9.4,1022.2,2.0
2023-11-22 11:40:00-08:00,405,46,19,565,0,2,16.1,10.6,70.0,0.0,20.0,9.4,1022.2,2.0
2023-11-22 12:00:00-08:00,620,66,22,567,0,2,17.2,8.3,56.0,0.0,0.0,0.0,1020.9,3.0
2023-11-22 12:20:00-08:00,550,60,20,575,0,2,17.2,8.3,56.0,0.0,0.0,0.0,1020.9,3.0
2023-11-22 12:40:00-08:00,531,64,17,580,0,2,17.2,8.3,56.0,0.0,0.0,0.0,1020.9,3.0
2023-11-22 13:00:00-08:00,515,61,13,564,0,2,17.2,8.3,56.0,0.0,0.0,0.0,1020.9,3.0
2023-11-22 13:20:00-08:00,714,70,20,586,0,2,17.2,8.3,56.0,0.0,0.0,0.0,1020.9,3.0
2023-11-22 13:40:00-08:00,620,65,20,570,0,2,17.2,8.3,56.0,0.0,0.0,0.0,1020.9,3.0
2023-11-22 14:00:00-08:00,601,69,21,577,0,2,19.4,4.3,37.0,0.0,320.0,5.4,1019.5,3.0
2023-11-22 14:20:00-08:00,631,69,14,578,0,2,19.4,4.3,37.0,0.0,320.0,5.4,1019.5,3.0
2023-11-22 14:40:00-08:00,556,73,24,587,0,2,19.4,4.3,37.0,0.0,320.0,5.4,1019.5,3.0
2023-11-22 15:00:00-08:00,615,66,23,596,0,2,17.8,8.4,54.0,0.0,310.0,5.4,1018.8,3.0
2023-11-22 15:20:00-08:00,599,67,12,581,0,2,17.8,8.4,54.0,0.0,310.0,5.4,1018.8,3.0
2023-11-22 15:40:00-08:00,567,66,20,590,0,2,17.8,8.4,54.0,0.0,310.0,5.4,1018.8,3.0
2023-11-22 16:00:00-08:00,624,69,32,486,0,2,19.4,3.1,34.0,0.0,230.0,5.4,1018.1,3.0
2023-11-22 16:20:00-08:00,226,19,5,109,0,2,19.4,3.1,34.0,0.0,230.0,5.4,1018.1,3.0
2023-11-22 16:40:00-08:00,344,29,13,186,0,2,19.4,3.1,34.0,0.0,230.0,5.4,1018.1,3.0
2023-11-22 17:00:00-08:00,152,34,42,416,0,2,17.8,4.0,40.0,0.0,0.0,0.0,1017.7,3.0
2023-11-22 17:20:00-08:00,127,48,41,548,0,2,17.8,4.0,40.0,0.0,0.0,0.0,1017.7,3.0
2023-11-22 17:40:00-08:00,163,46,49,558,0,2,17.8,4.0,40.0,0.0,0.0,0.0,1017.7,3.0
2023-11-22 18:00:00-08:00,42,49,52,543,0,2,17.8,4.0,40.0,0.0,0.0,0.0,1017.7,3.0
2023-11-22 18:20:00-08:00,-29,40,51,523,0,2,17.8,4.0,40.0,0.0,0.0,0.0,1017.7,3.0
2023-11-22 18:40:00-08:00,-163,34,62,501,0,2,17.8,4.0,40.0,0.0,0.0,0.0,1017.7,3.0
2023-11-22 19:00:00-08:00,-153,27,59,465,0,2,15.6,6.1,53.0,0.0,0.0,0.0,1016.9,3.0
2023-11-22 19:20:00-08:00,-87,26,42,433,0,2,15.6,6.1,53.0,0.0,0.0,0.0,1016.9,3.0
2023-11-22 19:40:00-08:00,133,31,29,408,0,2,15.6,6.1,53.0,0.0,0.0,0.0,1016.9,3.0
2023-11-22 20:00:00-08:00,-118,52,57,571,0,2,15.6,7.1,57.0,0.0,310.0,11.2,1016.8,3.0
2023-11-22 20:20:00-08:00,83,29,31,365,0,2,15.6,7.1,57.0,0.0,310.0,11.2,1016.8,3.0
2023-11-22 20:40:00-08:00,151,40,22,353,0,2,15.6,7.1,57.0,0.0,310.0,11.2,1016.8,3.0
2023-11-22 21:00:00-08:00,69,29,21,343,0,2,15.0,9.4,69.0,0.0,290.0,16.6,1017.1,3.0
2023-11-22 21:20:00-08:00,132,24,19,321,0,2,15.0,9.4,69.0,0.0,290.0,16.6,1017.1,3.0
2023-11-22 21:40:00-08:00,70,24,21,296,0,2,15.0,9.4,69.0,0.0,290.0,16.6,1017.1,3.0
2023-11-22 22:00:00-08:00,128,22,14,274,0,2,15.0,10.0,72.0,0.0,260.0,5.4,1016.3,3.0
2023-11-22 22:20:00-08:00,263,29,9,226,0,2,15.0,10.0,72.0,0.0,260.0,5.4,1016.3,3.0
2023-11-22 22:40:00-08:00,237,25,5,183,0,2,15.0,10.0,72.0,0.0,260.0,5.4,1016.3,3.0
2023-11-22 23:00:00-08:00,236,24,7,166,0,2,15.0,10.0,72.0,0.0,260.0,5.4,1016.3,3.0
2023-11-22 23:20:00-08:00,213,24,4,160,0,2,15.0,10.0,72.0,0.0,260.0,5.4,1016.3,3.0
2023-11-22 23:40:00-08:00,157,22,5,170,0,2,15.0,10.0,72.0,0.0,260.0,5.4,1016.3,3.0
2023-11-23 00:00:00-08:00,187,22,4,144,1,3,14.4,9.0,70.0,0.0,0.0,0.0,1015.8,3.0
2023-11-23 00:20:00-08:00,123,20,9,120,1,3,14.4,9.0,70.0,0.0,0.0,0.0,1015.8,3.0
2023-11-23 00:40:00-08:00,238,15,3,81,1,3,14.4,9.0,70.0,0.0,0.0,0.0,1015.8,3.0
2023-11-23 01:00:00-08:00,19,6,1,57,1,3,13.3,10.7,84.0,0.0,300.0,7.6,1015.0,2.0
2023-11-23 01:20:00-08:00,101,10,1,53,1,3,13.3,10.7,84.0,0.0,300.0,7.6,1015.0,2.0
2023-11-23 01:40:00-08:00,58,6,0,51,1,3,13.3,10.7,84.0,0.0,300.0,7.6,1015.0,2.0
2023-11-23 02:00:00-08:00,74,6,0,46,1,3,12.2,9.4,83.0,0.0,170.0,9.4,1014.6,2.0
2023-11-23 02:20:00-08:00,116,11,0,52,1,3,12.2,9.4,83.0,0.0,170.0,9.4,1014.6,2.0
2023-11-23 02:40:00-08:00,108,9,0,50,1,3,12.2,9.4,83.0,0.0,170.0,9.4,1014.6,2.0
2023-11-23 03:00:00-08:00,75,8,0,46,1,3,12.2,9.4,83.0,0.0,280.0,11.2,1014.0,2.0
2023-11-23 03:20:00-08:00,106,9,0,51,1,3,12.2,9.4,83.0,0.0,280.0,11.2,1014.0,2.0
2023-11-23 03:40:00-08:00,47,8,1,47,1,3,12.2,9.4,83.0,0.0,280.0,11.2,1014.0,2.0
2023-11-23 04:00:00-08:00,48,6,0,48,1,3,12.2,9.4,83.0,0.0,280.0,11.2,1014.0,2.0
2023-11-23 04:20:00-08:00,87,6,2,52,1,3,12.2,9.4,83.0,0.0,280.0,11.2,1014.0,2.0
2023-11-23 04:40:00-08:00,137,13,1,71,1,3,12.2,9.4,83.0,0.0,280.0,11.2,1014.0,2.0
2023-11-23 05:00:00-08:00,247,27,4,113,1,3,12.8,10.0,83.0,0.0,290.0,9.4,1013.7,2.0
2023-11-23 05:20:00-08:00,153,44,13,133,1,3,12.8,10.0,83.0,0.0,290.0,9.4,1013.7,2.0
2023-11-23 05:40:00-08:00,152,49,14,140,1,3,12.8,10.0,83.0,0.0,290.0,9.4,1013.7,2.0
2023-11-23 06:00:00-08:00,688,63,16,154,1,3,12.2,10.6,90.0,0.0,310.0,7.6,1013.7,2.0
2023-11-23 06:20:00-08:00,1628,83,16,168,1,3,12.2,10.6,90.0,0.0,310.0,7.6,1013.7,2.0
