vehicle.trip.route_id,vehicle.trip.direction_id,time_bucket,delay_total,late_5_min,early_5_min,count
1,0.0,2024-01-15 20:00:00-08:00,0,0,0,5
1,0.0,2024-01-15 20:20:00-08:00,-2,0,0,4
1,0.0,2024-01-15 20:40:00-08:00,4,0,0,4
1,0.0,2024-01-15 21:00:00-08:00,1,0,0,3
1,0.0,2024-01-15 21:20:00-08:00,-3,0,0,4
1,0.0,2024-01-15 21:40:00-08:00,-1,0,0,3
1,0.0,2024-01-15 22:00:00-08:00,1,0,0,3
1,0.0,2024-01-15 22:20:00-08:00,-5,0,0,4
1,0.0,2024-01-15 22:40:00-08:00,4,0,0,4
1,0.0,2024-01-15 23:00:00-08:00,1,0,0,3
1,0.0,2024-01-15 23:20:00-08:00,1,0,0,4
1,0.0,2024-01-15 23:40:00-08:00,-6,0,0,4
1,0.0,2024-01-16 00:00:00-08:00,-15,0,2,3
1,0.0,2024-01-16 00:20:00-08:00,1,0,0,1
1,0.0,2024-01-16 00:40:00-08:00,4,0,0,1
1,0.0,2024-01-16 04:20:00-08:00,0,0,0,1
1,0.0,2024-01-16 04:40:00-08:00,2,0,0,2
1,0.0,2024-01-16 05:00:00-08:00,2,0,0,5
1,0.0,2024-01-16 05:20:00-08:00,5,1,0,5
1,0.0,2024-01-16 05:40:00-08:00,3,0,0,5
1,0.0,2024-01-16 06:00:00-08:00,3,0,0,6
1,0.0,2024-01-16 06:20:00-08:00,10,0,0,5
1,0.0,2024-01-16 06:40:00-08:00,10,0,0,6
1,0.0,2024-01-16 07:00:00-08:00,10,1,0,8
1,0.0,2024-01-16 07:20:00-08:00,17,0,0,8
1,0.0,2024-01-16 07:40:00-08:00,16,2,0,10
1,0.0,2024-01-16 08:00:00-08:00,18,1,0,10
1,0.0,2024-01-16 08:20:00-08:00,30,2,0,10
1,0.0,2024-01-16 08:40:00-08:00,49,4,0,10
1,0.0,2024-01-16 09:00:00-08:00,55,5,0,11
1,0.0,2024-01-16 09:20:00-08:00,33,2,0,11
1,0.0,2024-01-16 09:40:00-08:00,22,2,0,10
1,0.0,2024-01-16 10:00:00-08:00,10,1,0,7
1,0.0,2024-01-16 10:20:00-08:00,11,0,0,9
1,0.0,2024-01-16 10:40:00-08:00,10,1,0,11
1,0.0,2024-01-16 11:00:00-08:00,8,1,0,11
1,0.0,2024-01-16 11:20:00-08:00,12,1,0,11
1,0.0,2024-01-16 11:40:00-08:00,17,2,0,11
1,0.0,2024-01-16 12:00:00-08:00,4,0,0,10
1,0.0,2024-01-16 12:20:00-08:00,2,0,0,10
1,0.0,2024-01-16 12:40:00-08:00,1,0,1,11
1,0.0,2024-01-16 13:00:00-08:00,1,0,0,10
