vehicle.trip.route_id,vehicle.trip.direction_id,time_bucket,delay_total,late_5_min,early_5_min,count
1,0.0,2024-06-22 04:20:00-07:00,-1,0,0,1
1,0.0,2024-06-22 04:40:00-07:00,-1,0,0,2
1,0.0,2024-06-22 05:00:00-07:00,4,1,0,4
1,0.0,2024-06-22 05:20:00-07:00,-3,0,0,3
1,0.0,2024-06-22 05:40:00-07:00,1,0,0,3
1,0.0,2024-06-22 06:00:00-07:00,0,0,0,4
1,0.0,2024-06-22 06:20:00-07:00,-1,0,0,5
1,0.0,2024-06-22 06:40:00-07:00,2,0,0,5
1,0.0,2024-06-22 07:00:00-07:00,-2,0,0,6
1,0.0,2024-06-22 07:20:00-07:00,0,0,0,5
1,0.0,2024-06-22 07:40:00-07:00,1,0,0,6
1,0.0,2024-06-22 08:00:00-07:00,6,1,0,7
1,0.0,2024-06-22 08:20:00-07:00,-4,0,0,6
1,0.0,2024-06-22 08:40:00-07:00,-8,0,0,6
1,0.0,2024-06-22 09:00:00-07:00,-3,0,0,6
1,0.0,2024-06-22 09:20:00-07:00,1,0,0,6
1,0.0,2024-06-22 09:40:00-07:00,1,0,0,6
1,0.0,2024-06-22 10:00:00-07:00,-9,0,1,6
1,0.0,2024-06-22 10:20:00-07:00,-7,0,0,6
1,0.0,2024-06-22 10:40:00-07:00,-2,0,0,6
1,0.0,2024-06-22 11:00:00-07:00,-10,0,0,6
1,0.0,2024-06-22 11:20:00-07:00,-8,0,1,6
1,0.0,2024-06-22 11:40:00-07:00,2,0,0,6
1,0.0,2024-06-22 12:00:00-07:00,8,0,0,7
1,0.0,2024-06-22 12:20:00-07:00,2,0,0,6
1,0.0,2024-06-22 12:40:00-07:00,-3,0,0,7
1,0.0,2024-06-22 13:00:00-07:00,-8,0,1,7
1,0.0,2024-06-22 13:20:00-07:00,-6,0,0,6
1,0.0,2024-06-22 13:40:00-07:00,0,0,0,6
1,0.0,2024-06-22 14:00:00-07:00,10,1,0,5
