vehicle.trip.route_id,vehicle.trip.direction_id,time_bucket,delay_total,late_5_min,early_5_min,count
1,0.0,2023-12-22 20:00:00-08:00,-1,0,0,6
1,0.0,2023-12-22 20:20:00-08:00,-8,0,1,5
1,0.0,2023-12-22 20:40:00-08:00,3,0,0,5
1,0.0,2023-12-22 21:00:00-08:00,2,0,0,5
1,0.0,2023-12-22 21:20:00-08:00,7,0,0,4
1,0.0,2023-12-22 21:40:00-08:00,2,0,0,5
1,0.0,2023-12-22 22:00:00-08:00,-2,0,0,4
1,0.0,2023-12-22 22:20:00-08:00,7,0,0,4
1,0.0,2023-12-22 22:40:00-08:00,16,2,0,4
1,0.0,2023-12-22 23:00:00-08:00,14,1,0,5
1,0.0,2023-12-22 23:20:00-08:00,4,0,0,4
1,0.0,2023-12-22 23:40:00-08:00,1,0,0,4
1,0.0,2023-12-23 00:00:00-08:00,4,0,0,4
1,0.0,2023-12-23 00:20:00-08:00,3,0,0,3
1,0.0,2023-12-23 00:40:00-08:00,0,0,0,1
1,0.0,2023-12-23 04:20:00-08:00,0,0,0,1
1,0.0,2023-12-23 04:40:00-08:00,0,0,0,2
1,0.0,2023-12-23 05:00:00-08:00,-1,0,0,4
1,0.0,2023-12-23 05:20:00-08:00,-2,0,0,5
1,0.0,2023-12-23 05:40:00-08:00,2,0,0,5
1,0.0,2023-12-23 06:00:00-08:00,1,0,0,4
1,0.0,2023-12-23 06:20:00-08:00,8,1,0,6
1,0.0,2023-12-23 06:40:00-08:00,6,0,0,4
1,0.0,2023-12-23 07:00:00-08:00,8,1,0,7
1,0.0,2023-12-23 07:20:00-08:00,3,0,0,6
1,0.0,2023-12-23 07:40:00-08:00,0,0,0,5
1,0.0,2023-12-23 08:00:00-08:00,7,0,0,5
1,0.0,2023-12-23 08:20:00-08:00,8,1,0,6
1,0.0,2023-12-23 08:40:00-08:00,6,1,0,6
1,0.0,2023-12-23 09:00:00-08:00,7,1,0,6
1,0.0,2023-12-23 09:20:00-08:00,14,1,0,6
1,0.0,2023-12-23 09:40:00-08:00,4,0,0,6
1,0.0,2023-12-23 10:00:00-08:00,2,1,0,7
