vehicle.trip.route_id,vehicle.trip.direction_id,time_bucket,delay_total,late_5_min,early_5_min,count
1,0.0,2024-04-20 21:00:00-07:00,7,0,0,4
1,0.0,2024-04-20 21:20:00-07:00,2,0,0,4
1,0.0,2024-04-20 21:40:00-07:00,4,0,0,4
1,0.0,2024-04-20 22:00:00-07:00,5,0,0,4
1,0.0,2024-04-20 22:20:00-07:00,5,0,0,4
1,0.0,2024-04-20 22:40:00-07:00,7,0,0,4
1,0.0,2024-04-20 23:00:00-07:00,3,0,0,3
1,0.0,2024-04-20 23:20:00-07:00,8,0,0,4
1,0.0,2024-04-20 23:40:00-07:00,4,0,0,5
1,0.0,2024-04-21 00:00:00-07:00,1,0,0,4
1,0.0,2024-04-21 00:20:00-07:00,2,0,0,3
1,0.0,2024-04-21 00:40:00-07:00,1,0,0,1
1,0.0,2024-04-21 04:20:00-07:00,0,0,0,1
1,0.0,2024-04-21 04:40:00-07:00,0,0,0,2
1,0.0,2024-04-21 05:00:00-07:00,1,0,0,3
1,0.0,2024-04-21 05:20:00-07:00,3,0,0,4
1,0.0,2024-04-21 05:40:00-07:00,5,0,0,4
1,0.0,2024-04-21 06:00:00-07:00,4,0,0,5
1,0.0,2024-04-21 06:20:00-07:00,0,0,0,5
1,0.0,2024-04-21 06:40:00-07:00,6,0,0,5
1,0.0,2024-04-21 07:00:00-07:00,3,0,0,6
1,0.0,2024-04-21 07:20:00-07:00,7,1,0,6
1,0.0,2024-04-21 07:40:00-07:00,5,0,0,6
1,0.0,2024-04-21 08:00:00-07:00,-1,0,0,6
1,0.0,2024-04-21 08:20:00-07:00,3,0,0,5
1,0.0,2024-04-21 08:40:00-07:00,3,0,0,6
1,0.0,2024-04-21 09:00:00-07:00,5,0,0,5
1,0.0,2024-04-21 09:20:00-07:00,7,0,0,7
1,0.0,2024-04-21 09:40:00-07:00,0,0,0,6
1,0.0,2024-04-21 10:00:00-07:00,-5,0,0,6
1,0.0,2024-04-21 10:20:00-07:00,-3,0,0,5
1,0.0,2024-04-21 10:40:00-07:00,2,0,0,6
1,0.0,2024-04-21 11:00:00-07:00,5,0,0,6
1,0.0,2024-04-21 11:20:00-07:00,5,1,0,7
1,0.0,2024-04-21 11:40:00-07:00,6,1,0,6
1,0.0,2024-04-21 12:00:00-07:00,12,1,0,7
