vehicle.trip.route_id,vehicle.trip.direction_id,time_bucket,delay_total,late_5_min,early_5_min,count
1,0.0,2023-11-26 20:00:00-08:00,5,0,0,6
1,0.0,2023-11-26 20:20:00-08:00,4,0,0,5
1,0.0,2023-11-26 20:40:00-08:00,2,0,0,4
1,0.0,2023-11-26 21:00:00-08:00,-1,0,0,4
1,0.0,2023-11-26 21:20:00-08:00,2,0,0,4
1,0.0,2023-11-26 21:40:00-08:00,0,0,0,4
1,0.0,2023-11-26 22:00:00-08:00,-3,0,0,3
1,0.0,2023-11-26 22:20:00-08:00,4,0,0,4
1,0.0,2023-11-26 22:40:00-08:00,7,1,0,4
1,0.0,2023-11-26 23:00:00-08:00,6,1,0,3
1,0.0,2023-11-26 23:20:00-08:00,5,1,0,4
1,0.0,2023-11-26 23:40:00-08:00,-4,0,0,4
1,0.0,2023-11-27 00:00:00-08:00,-10,0,1,4
1,0.0,2023-11-27 00:20:00-08:00,-3,0,0,2
1,0.0,2023-11-27 00:40:00-08:00,-1,0,0,1
1,0.0,2023-11-27 04:20:00-08:00,0,0,0,1
1,0.0,2023-11-27 04:40:00-08:00,3,0,0,2
1,0.0,2023-11-27 05:00:00-08:00,5,1,0,5
1,0.0,2023-11-27 05:20:00-08:00,0,0,0,4
1,0.0,2023-11-27 05:40:00-08:00,0,0,0,5
1,0.0,2023-11-27 06:00:00-08:00,0,0,0,6
1,0.0,2023-11-27 06:20:00-08:00,11,0,0,5
1,0.0,2023-11-27 06:40:00-08:00,9,0,0,6
1,0.0,2023-11-27 07:00:00-08:00,-8,0,0,7
1,0.0,2023-11-27 07:20:00-08:00,1,0,0,7
1,0.0,2023-11-27 07:40:00-08:00,6,0,0,10
1,0.0,2023-11-27 08:00:00-08:00,10,0,0,9
1,0.0,2023-11-27 08:20:00-08:00,12,1,0,8
1,0.0,2023-11-27 08:40:00-08:00,16,2,0,9
1,0.0,2023-11-27 09:00:00-08:00,17,2,0,10
1,0.0,2023-11-27 09:20:00-08:00,11,1,0,9
1,0.0,2023-11-27 09:40:00-08:00,14,2,0,9
1,0.0,2023-11-27 10:00:00-08:00,17,2,0,8
1,0.0,2023-11-27 10:20:00-08:00,14,1,0,9
1,0.0,2023-11-27 10:40:00-08:00,-4,0,0,9
1,0.0,2023-11-27 11:00:00-08:00,-3,0,1,9
1,0.0,2023-11-27 11:20:00-08:00,2,0,0,10
1,0.0,2023-11-27 11:40:00-08:00,2,0,0,10
1,0.0,2023-11-27 12:00:00-08:00,7,1,0,8
1,0.0,2023-11-27 12:20:00-08:00,3,0,0,9
1,0.0,2023-11-27 12:40:00-08:00,7,0,0,10
1,0.0,2023-11-27 13:00:00-08:00,23,1,0,11
1,0.0,2023-11-27 13:20:00-08:00,13,2,0,10
1,0.0,2023-11-27 13:40:00-08:00,16,2,0,10
1,0.0,2023-11-27 14:00:00-08:00,11,1,0,10
1,0.0,2023-11-27 14:20:00-08:00,8,0,0,10
1,0.0,2023-11-27 14:40:00-08:00,5,0,0,10
1,0.0,2023-11-27 15:00:00-08:00,-4,1,1,10
1,0.0,2023-11-27 15:20:00-08:00,4,0,0,9
1,0.0,2023-11-27 15:40:00-08:00,9,1,0,10
1,0.0,2023-11-27 16:00:00-08:00,9,1,0,10
1,0.0,2023-11-27 16:20:00-08:00,11,0,0,10
1,0.0,2023-11-27 16:40:00-08:00,4,0,0,10
1,0.0,2023-11-27 17:00:00-08:00,-1,0,0,10
1,0.0,2023-11-27 17:20:00-08:00,15,2,0,11
1,0.0,2023-11-27 17:40:00-08:00,8,1,0,10
1,0.0,2023-11-27 18:00:00-08:00,-6,0,0,10
1,0.0,2023-11-27 18:20:00-08:00,24,3,2,11
