time_bucket,delay_total,late_5_min,early_5_min,count
2024-03-22 21:00:00-07:00,553,60,12,343
2024-03-22 21:20:00-07:00,562,57,14,354
2024-03-22 21:40:00-07:00,743,61,7,324
2024-03-22 22:00:00-07:00,717,62,6,306
2024-03-22 22:20:00-07:00,617,56,10,244
2024-03-22 22:40:00-07:00,756,62,1,202
2024-03-22 23:00:00-07:00,612,46,3,178
2024-03-22 23:20:00-07:00,544,39,4,178
2024-03-22 23:40:00-07:00,494,35,1,167
2024-03-23 00:00:00-07:00,293,28,0,158
2024-03-23 00:20:00-07:00,279,38,4,130
2024-03-23 00:40:00-07:00,257,25,3,91
2024-03-23 01:00:00-07:00,166,16,1,60
2024-03-23 01:20:00-07:00,131,12,1,56
2024-03-23 01:40:00-07:00,140,12,0,54
2024-03-23 02:00:00-07:00,131,7,0,52
2024-03-23 02:20:00-07:00,112,8,1,54
2024-03-23 02:40:00-07:00,103,11,1,50
2024-03-23 03:00:00-07:00,91,7,0,53
2024-03-23 03:20:00-07:00,89,6,0,52
2024-03-23 04:00:00-07:00,12,1,0,2
2024-03-23 04:20:00-07:00,2,1,0,8
2024-03-23 04:40:00-07:00,-15,0,0,35
2024-03-23 05:00:00-07:00,6,2,1,95
2024-03-23 05:20:00-07:00,30,9,4,143
2024-03-23 05:40:00-07:00,12,11,7,176
2024-03-23 06:00:00-07:00,49,9,6,217
2024-03-23 06:20:00-07:00,120,17,7,250
2024-03-23 06:40:00-07:00,90,16,10,265
2024-03-23 07:00:00-07:00,45,14,12,303
2024-03-23 07:20:00-07:00,49,13,11,310
2024-03-23 07:40:00-07:00,106,17,14,325
2024-03-23 08:00:00-07:00,118,15,8,341
2024-03-23 08:20:00-07:00,271,21,20,363
2024-03-23 08:40:00-07:00,233,36,17,380
2024-03-23 09:00:00-07:00,173,26,15,394
2024-03-23 09:20:00-07:00,85,17,17,404
2024-03-23 09:40:00-07:00,185,29,18,406
2024-03-23 10:00:00-07:00,358,34,8,413
2024-03-23 10:20:00-07:00,364,32,16,426
2024-03-23 10:40:00-07:00,410,31,10,428
2024-03-23 11:00:00-07:00,442,39,11,427
2024-03-23 11:20:00-07:00,476,44,8,428
2024-03-23 11:40:00-07:00,484,44,13,431
2024-03-23 12:00:00-07:00,555,49,14,429
2024-03-23 12:20:00-07:00,630,50,12,439
2024-03-23 12:40:00-07:00,694,59,10,449
2024-03-23 13:00:00-07:00,615,43,7,435
2024-03-23 13:20:00-07:00,613,55,7,437
2024-03-23 13:40:00-07:00,471,50,11,437
2024-03-23 14:00:00-07:00,465,51,12,442
2024-03-23 14:20:00-07:00,511,49,11,442
2024-03-23 14:40:00-07:00,495,52,11,438
2024-03-23 15:00:00-07:00,511,48,8,438
2024-03-23 15:20:00-07:00,723,58,8,442
2024-03-23 15:40:00-07:00,532,49,15,447
2024-03-23 16:00:00-07:00,526,44,15,433
2024-03-23 16:20:00-07:00,473,40,13,442
2024-03-23 16:40:00-07:00,603,49,10,442
2024-03-23 17:00:00-07:00,587,48,8,440
2024-03-23 17:20:00-07:00,386,42,20,448
2024-03-23 17:40:00-07:00,352,38,19,431
2024-03-23 18:00:00-07:00,213,25,20,418
2024-03-23 18:20:00-07:00,173,25,18,406
2024-03-23 18:40:00-07:00,256,33,11,395
2024-03-23 19:00:00-07:00,195,30,18,398
2024-03-23 19:20:00-07:00,273,26,16,370
2024-03-23 19:40:00-07:00,474,31,12,347
2024-03-23 20:00:00-07:00,375,32,9,347
2024-03-23 20:20:00-07:00,408,35,7,331
2024-03-23 20:40:00-07:00,635,39,7,329
2024-03-23 21:00:00-07:00,219,22,5,157
