time_bucket,delay_total,late_5_min,early_5_min,count
2024-06-13 21:00:00-07:00,306,36,13,334
2024-06-13 21:20:00-07:00,596,55,13,353
2024-06-13 21:40:00-07:00,425,43,9,316
2024-06-13 22:00:00-07:00,525,46,11,296
2024-06-13 22:20:00-07:00,250,27,8,242
2024-06-13 22:40:00-07:00,298,30,3,190
2024-06-13 23:00:00-07:00,220,21,3,167
2024-06-13 23:20:00-07:00,219,20,5,167
2024-06-13 23:40:00-07:00,203,20,4,165
2024-06-14 00:00:00-07:00,143,18,10,153
2024-06-14 00:20:00-07:00,97,17,10,121
2024-06-14 00:40:00-07:00,47,8,5,83
2024-06-14 01:00:00-07:00,59,7,0,54
2024-06-14 01:20:00-07:00,81,11,1,52
2024-06-14 01:40:00-07:00,105,11,1,51
2024-06-14 02:00:00-07:00,65,8,3,53
2024-06-14 02:20:00-07:00,23,6,2,51
2024-06-14 02:40:00-07:00,-3,2,3,50
2024-06-14 03:00:00-07:00,16,3,2,48
2024-06-14 03:20:00-07:00,51,6,2,51
2024-06-14 03:40:00-07:00,33,3,3,52
2024-06-14 04:00:00-07:00,45,6,0,52
2024-06-14 04:20:00-07:00,38,8,6,68
2024-06-14 04:40:00-07:00,34,8,2,100
2024-06-14 05:00:00-07:00,48,7,5,178
2024-06-14 05:20:00-07:00,-23,8,14,222
2024-06-14 05:40:00-07:00,15,16,12,262
2024-06-14 06:00:00-07:00,61,9,7,307
2024-06-14 06:20:00-07:00,166,22,6,351
2024-06-14 06:40:00-07:00,207,23,5,396
2024-06-14 07:00:00-07:00,141,34,14,459
2024-06-14 07:20:00-07:00,176,29,20,498
2024-06-14 07:40:00-07:00,161,37,22,524
2024-06-14 08:00:00-07:00,220,38,27,549
2024-06-14 08:20:00-07:00,298,52,32,557
2024-06-14 08:40:00-07:00,484,43,39,557
2024-06-14 09:00:00-07:00,290,40,33,561
2024-06-14 09:20:00-07:00,304,37,29,552
2024-06-14 09:40:00-07:00,522,50,34,556
2024-06-14 10:00:00-07:00,481,56,31,554
2024-06-14 10:20:00-07:00,541,60,17,555
2024-06-14 10:40:00-07:00,476,59,21,560
2024-06-14 11:00:00-07:00,531,56,14,542
2024-06-14 11:20:00-07:00,617,54,18,557
2024-06-14 11:40:00-07:00,467,44,23,552
2024-06-14 12:00:00-07:00,440,52,26,560
2024-06-14 12:20:00-07:00,492,52,19,566
2024-06-14 12:40:00-07:00,521,48,11,556
2024-06-14 13:00:00-07:00,761,71,11,563
2024-06-14 13:20:00-07:00,652,70,13,563
2024-06-14 13:40:00-07:00,613,71,15,568
2024-06-14 14:00:00-07:00,645,69,17,578
2024-06-14 14:20:00-07:00,638,73,13,577
2024-06-14 14:40:00-07:00,670,75,22,585
2024-06-14 15:00:00-07:00,697,74,18,576
2024-06-14 15:20:00-07:00,1085,94,11,593
2024-06-14 15:40:00-07:00,1182,99,9,598
2024-06-14 16:00:00-07:00,1071,100,18,589
2024-06-14 16:20:00-07:00,993,86,22,591
2024-06-14 16:40:00-07:00,1057,97,25,592
2024-06-14 17:00:00-07:00,1127,103,16,604
2024-06-14 17:20:00-07:00,1086,95,21,586
2024-06-14 17:40:00-07:00,1110,105,17,567
2024-06-14 18:00:00-07:00,1076,101,28,569
2024-06-14 18:20:00-07:00,985,85,24,532
2024-06-14 18:40:00-07:00,685,70,33,499
2024-06-14 19:00:00-07:00,753,72,24,471
2024-06-14 19:20:00-07:00,775,74,16,443
2024-06-14 19:40:00-07:00,573,56,20,419
2024-06-14 20:00:00-07:00,509,56,19,398
2024-06-14 20:20:00-07:00,501,53,17,376
2024-06-14 20:40:00-07:00,600,58,12,355
2024-06-14 21:00:00-07:00,141,21,6,142
