time_bucket,delay_total,late_5_min,early_5_min,count
2024-05-19 21:00:00-07:00,248,29,11,288
2024-05-19 21:20:00-07:00,172,22,8,294
2024-05-19 21:40:00-07:00,262,33,7,286
2024-05-19 22:00:00-07:00,237,30,10,271
2024-05-19 22:20:00-07:00,152,22,14,216
2024-05-19 22:40:00-07:00,216,15,2,170
2024-05-19 23:00:00-07:00,249,22,1,159
2024-05-19 23:20:00-07:00,215,19,3,154
2024-05-19 23:40:00-07:00,138,18,3,151
2024-05-20 00:00:00-07:00,51,11,6,141
2024-05-20 00:20:00-07:00,-2,7,6,115
2024-05-20 00:40:00-07:00,75,8,1,79
2024-05-20 01:00:00-07:00,128,15,0,58
2024-05-20 01:20:00-07:00,111,10,2,54
2024-05-20 01:40:00-07:00,158,9,0,50
2024-05-20 02:00:00-07:00,145,10,0,55
2024-05-20 02:20:00-07:00,80,9,1,51
2024-05-20 02:40:00-07:00,64,6,2,50
2024-05-20 03:00:00-07:00,102,8,1,50
2024-05-20 03:20:00-07:00,108,9,2,54
2024-05-20 03:40:00-07:00,98,7,0,50
2024-05-20 04:00:00-07:00,72,7,1,51
2024-05-20 04:20:00-07:00,47,5,3,50
2024-05-20 04:40:00-07:00,57,6,2,50
2024-05-20 05:00:00-07:00,85,8,1,47
2024-05-20 05:20:00-07:00,63,9,2,41
2024-05-20 05:40:00-07:00,81,6,2,27
2024-05-20 06:00:00-07:00,56,3,0,15
2024-05-20 06:20:00-07:00,35,1,0,8
2024-05-20 06:40:00-07:00,4,0,0,2
2024-05-20 07:40:00-07:00,435,48,14,381
2024-05-20 08:00:00-07:00,567,52,12,540
2024-05-20 08:20:00-07:00,653,65,13,547
2024-05-20 08:40:00-07:00,767,60,14,566
2024-05-20 09:00:00-07:00,688,64,20,573
2024-05-20 09:20:00-07:00,622,57,18,568
2024-05-20 09:40:00-07:00,526,55,19,548
2024-05-20 10:00:00-07:00,575,50,12,565
2024-05-20 10:20:00-07:00,396,50,16,548
2024-05-20 10:40:00-07:00,347,48,22,557
2024-05-20 11:00:00-07:00,252,30,21,553
2024-05-20 11:20:00-07:00,350,44,17,555
2024-05-20 11:40:00-07:00,269,35,27,557
2024-05-20 12:00:00-07:00,281,31,20,550
2024-05-20 12:20:00-07:00,296,32,23,547
2024-05-20 12:40:00-07:00,248,32,21,545
2024-05-20 13:00:00-07:00,406,41,17,553
2024-05-20 13:20:00-07:00,223,35,16,550
2024-05-20 13:40:00-07:00,362,48,27,551
2024-05-20 14:00:00-07:00,386,40,23,563
2024-05-20 14:20:00-07:00,283,42,19,556
2024-05-20 14:40:00-07:00,258,45,31,559
2024-05-20 15:00:00-07:00,429,54,17,560
2024-05-20 15:20:00-07:00,471,58,16,570
2024-05-20 15:40:00-07:00,493,59,22,579
2024-05-20 16:00:00-07:00,739,74,26,588
2024-05-20 16:20:00-07:00,894,85,17,601
2024-05-20 16:40:00-07:00,841,92,14,590
2024-05-20 17:00:00-07:00,790,89,25,594
2024-05-20 17:20:00-07:00,734,73,24,565
2024-05-20 17:40:00-07:00,637,65,30,566
2024-05-20 18:00:00-07:00,329,51,32,553
2024-05-20 18:20:00-07:00,132,42,33,523
2024-05-20 18:40:00-07:00,246,42,36,502
2024-05-20 19:00:00-07:00,11,26,46,472
2024-05-20 19:20:00-07:00,80,29,29,436
2024-05-20 19:40:00-07:00,181,35,23,410
2024-05-20 20:00:00-07:00,171,29,24,393
2024-05-20 20:20:00-07:00,296,32,17,376
2024-05-20 20:40:00-07:00,293,40,15,355
2024-05-20 21:00:00-07:00,181,26,7,161
