time_bucket,delay_total,late_5_min,early_5_min,count
2024-03-24 21:00:00-07:00,297,30,12,294
2024-03-24 21:20:00-07:00,414,35,12,303
2024-03-24 21:40:00-07:00,395,36,13,299
2024-03-24 22:00:00-07:00,262,33,17,271
2024-03-24 22:20:00-07:00,278,29,8,226
2024-03-24 22:40:00-07:00,244,23,2,174
2024-03-24 23:00:00-07:00,246,18,2,159
2024-03-24 23:20:00-07:00,218,19,2,155
2024-03-24 23:40:00-07:00,144,16,4,154
2024-03-25 00:00:00-07:00,48,10,4,138
2024-03-25 00:20:00-07:00,121,13,7,111
2024-03-25 00:40:00-07:00,142,11,3,79
2024-03-25 01:00:00-07:00,363,12,0,59
2024-03-25 01:20:00-07:00,148,13,2,52
2024-03-25 01:40:00-07:00,138,9,1,47
2024-03-25 02:00:00-07:00,57,6,1,49
2024-03-25 02:20:00-07:00,29,3,1,50
2024-03-25 02:40:00-07:00,52,8,3,48
2024-03-25 03:00:00-07:00,60,7,1,50
2024-03-25 03:20:00-07:00,18,2,2,47
2024-03-25 03:40:00-07:00,65,6,1,54
2024-03-25 04:00:00-07:00,46,5,0,53
2024-03-25 04:20:00-07:00,62,10,4,65
2024-03-25 04:40:00-07:00,70,9,2,104
2024-03-25 05:00:00-07:00,28,11,4,180
2024-03-25 05:20:00-07:00,22,9,4,234
2024-03-25 05:40:00-07:00,26,18,11,258
2024-03-25 06:00:00-07:00,148,19,8,297
2024-03-25 06:20:00-07:00,284,20,8,347
2024-03-25 06:40:00-07:00,245,24,7,395
2024-03-25 07:00:00-07:00,304,36,10,458
2024-03-25 07:20:00-07:00,347,33,18,491
2024-03-25 07:40:00-07:00,402,45,9,520
2024-03-25 08:00:00-07:00,623,62,15,547
2024-03-25 08:20:00-07:00,781,70,13,564
2024-03-25 08:40:00-07:00,917,83,14,561
2024-03-25 09:00:00-07:00,1010,88,16,566
2024-03-25 09:20:00-07:00,856,73,19,567
2024-03-25 09:40:00-07:00,894,72,26,553
2024-03-25 10:00:00-07:00,683,56,31,543
2024-03-25 10:20:00-07:00,754,75,22,541
2024-03-25 10:40:00-07:00,951,76,24,546
2024-03-25 11:00:00-07:00,518,62,27,532
2024-03-25 11:20:00-07:00,853,70,23,549
2024-03-25 11:40:00-07:00,935,65,18,547
2024-03-25 12:00:00-07:00,875,59,30,549
2024-03-25 12:20:00-07:00,748,46,28,556
2024-03-25 12:40:00-07:00,1006,68,22,569
2024-03-25 13:00:00-07:00,925,70,16,557
2024-03-25 13:20:00-07:00,1154,75,19,570
2024-03-25 13:40:00-07:00,1066,67,19,572
2024-03-25 14:00:00-07:00,947,78,25,576
2024-03-25 14:20:00-07:00,957,66,17,575
2024-03-25 14:40:00-07:00,587,54,26,577
2024-03-25 15:00:00-07:00,598,52,25,564
2024-03-25 15:20:00-07:00,933,69,13,583
2024-03-25 15:40:00-07:00,942,67,23,599
2024-03-25 16:00:00-07:00,1144,99,20,611
2024-03-25 16:20:00-07:00,1371,113,12,605
2024-03-25 16:40:00-07:00,1412,121,15,614
2024-03-25 17:00:00-07:00,1126,88,20,598
2024-03-25 17:20:00-07:00,1034,83,14,597
2024-03-25 17:40:00-07:00,755,77,18,562
2024-03-25 18:00:00-07:00,500,61,25,565
2024-03-25 18:20:00-07:00,418,56,36,538
2024-03-25 18:40:00-07:00,267,48,37,518
2024-03-25 19:00:00-07:00,28,34,37,471
2024-03-25 19:20:00-07:00,141,32,33,452
2024-03-25 19:40:00-07:00,276,31,21,420
2024-03-25 20:00:00-07:00,308,33,15,400
2024-03-25 20:20:00-07:00,271,30,15,385
2024-03-25 20:40:00-07:00,302,31,12,372
2024-03-25 21:00:00-07:00,47,13,8,144
