time_bucket,delay_total,late_5_min,early_5_min,count
2025-04-08 11:00:00-07:00,538,67,27,540
2025-04-08 11:20:00-07:00,916,97,27,582
2025-04-08 11:40:00-07:00,849,89,28,580
2025-04-08 12:00:00-07:00,804,98,34,579
2025-04-08 12:20:00-07:00,862,77,20,565
2025-04-08 12:40:00-07:00,602,78,26,568
2025-04-08 13:00:00-07:00,474,79,27,576
2025-04-08 13:20:00-07:00,299,66,30,563
2025-04-08 13:40:00-07:00,567,76,24,569
2025-04-08 14:00:00-07:00,452,73,25,575
2025-04-08 14:20:00-07:00,570,74,18,568
2025-04-08 14:40:00-07:00,581,81,25,583
2025-04-08 15:00:00-07:00,574,77,25,584
2025-04-08 15:20:00-07:00,576,81,24,586
2025-04-08 15:40:00-07:00,953,96,21,607
2025-04-08 16:00:00-07:00,1301,116,22,617
2025-04-08 16:20:00-07:00,1453,142,23,623
2025-04-08 16:40:00-07:00,1665,147,17,617
2025-04-08 17:00:00-07:00,1611,139,13,613
2025-04-08 17:20:00-07:00,1523,131,23,604
2025-04-08 17:40:00-07:00,1512,128,24,614
2025-04-08 18:00:00-07:00,1217,117,23,592
2025-04-08 18:20:00-07:00,1120,104,31,564
2025-04-08 18:40:00-07:00,841,88,31,534
2025-04-08 19:00:00-07:00,769,66,23,479
2025-04-08 19:20:00-07:00,542,59,23,459
2025-04-08 19:40:00-07:00,571,51,19,439
2025-04-08 20:00:00-07:00,620,59,17,400
2025-04-08 20:20:00-07:00,929,68,17,393
2025-04-08 20:40:00-07:00,789,63,20,386
2025-04-08 21:00:00-07:00,624,61,20,365
2025-04-08 21:20:00-07:00,648,62,20,354
2025-04-08 21:40:00-07:00,674,59,15,323
2025-04-08 22:00:00-07:00,662,54,14,296
2025-04-08 22:20:00-07:00,566,49,11,254
2025-04-08 22:40:00-07:00,516,38,8,199
2025-04-08 23:00:00-07:00,408,27,0,162
2025-04-08 23:20:00-07:00,419,33,4,172
2025-04-08 23:40:00-07:00,234,24,9,169
2025-04-09 00:00:00-07:00,166,19,7,163
2025-04-09 00:20:00-07:00,106,20,9,127
2025-04-09 00:40:00-07:00,51,14,6,87
2025-04-09 01:00:00-07:00,124,14,0,61
2025-04-09 01:20:00-07:00,97,9,1,55
2025-04-09 01:40:00-07:00,91,8,0,50
2025-04-09 02:00:00-07:00,68,10,2,54
2025-04-09 02:20:00-07:00,109,11,0,52
2025-04-09 02:40:00-07:00,74,9,2,49
2025-04-09 03:00:00-07:00,64,7,1,46
2025-04-09 03:20:00-07:00,73,4,0,45
2025-04-09 03:40:00-07:00,76,4,1,46
2025-04-09 04:00:00-07:00,64,5,1,51
2025-04-09 04:20:00-07:00,60,4,2,65
2025-04-09 04:40:00-07:00,-151,8,23,108
2025-04-09 05:00:00-07:00,2,12,12,188
2025-04-09 05:20:00-07:00,-191,12,25,243
2025-04-09 05:40:00-07:00,-131,18,20,281
2025-04-09 06:00:00-07:00,-58,14,14,314
2025-04-09 06:20:00-07:00,60,37,21,375
2025-04-09 06:40:00-07:00,264,40,18,412
2025-04-09 07:00:00-07:00,233,39,23,450
2025-04-09 07:20:00-07:00,235,35,20,492
2025-04-09 07:40:00-07:00,388,54,21,528
2025-04-09 08:00:00-07:00,656,71,21,544
2025-04-09 08:20:00-07:00,1106,104,15,571
2025-04-09 08:40:00-07:00,1344,130,10,597
2025-04-09 09:00:00-07:00,1142,125,18,592
2025-04-09 09:20:00-07:00,1213,110,18,572
2025-04-09 09:40:00-07:00,906,102,16,565
2025-04-09 10:00:00-07:00,851,85,20,564
2025-04-09 10:20:00-07:00,678,85,20,559
2025-04-09 10:40:00-07:00,490,66,24,549
