time_bucket,delay_total,late_5_min,early_5_min,count
2025-04-07 11:00:00-07:00,152,37,27,542
2025-04-07 11:20:00-07:00,343,61,28,579
2025-04-07 11:40:00-07:00,430,60,36,590
2025-04-07 12:00:00-07:00,412,60,27,568
2025-04-07 12:20:00-07:00,212,48,28,563
2025-04-07 12:40:00-07:00,285,47,23,556
2025-04-07 13:00:00-07:00,102,46,31,562
2025-04-07 13:20:00-07:00,257,47,30,560
2025-04-07 13:40:00-07:00,42,53,35,570
2025-04-07 14:00:00-07:00,15,45,37,575
2025-04-07 14:20:00-07:00,138,50,36,563
2025-04-07 14:40:00-07:00,456,62,29,576
2025-04-07 15:00:00-07:00,426,56,32,580
2025-04-07 15:20:00-07:00,451,55,26,587
2025-04-07 15:40:00-07:00,584,79,25,596
2025-04-07 16:00:00-07:00,813,98,32,613
2025-04-07 16:20:00-07:00,792,105,27,623
2025-04-07 16:40:00-07:00,989,108,21,612
2025-04-07 17:00:00-07:00,911,101,30,615
2025-04-07 17:20:00-07:00,734,87,26,594
2025-04-07 17:40:00-07:00,764,94,31,586
2025-04-07 18:00:00-07:00,698,97,38,581
2025-04-07 18:20:00-07:00,706,79,43,565
2025-04-07 18:40:00-07:00,254,57,51,519
2025-04-07 19:00:00-07:00,349,58,39,495
2025-04-07 19:20:00-07:00,172,47,51,463
2025-04-07 19:40:00-07:00,263,41,31,428
2025-04-07 20:00:00-07:00,215,38,22,410
2025-04-07 20:20:00-07:00,450,60,22,391
2025-04-07 20:40:00-07:00,550,52,20,380
2025-04-07 21:00:00-07:00,399,51,18,360
2025-04-07 21:20:00-07:00,577,49,21,348
2025-04-07 21:40:00-07:00,423,44,17,322
2025-04-07 22:00:00-07:00,346,38,16,282
2025-04-07 22:20:00-07:00,265,35,21,247
2025-04-07 22:40:00-07:00,205,31,14,191
2025-04-07 23:00:00-07:00,158,16,9,174
2025-04-07 23:20:00-07:00,106,18,7,167
2025-04-07 23:40:00-07:00,120,22,11,163
2025-04-08 00:00:00-07:00,165,25,11,171
2025-04-08 00:20:00-07:00,154,24,8,131
2025-04-08 00:40:00-07:00,221,15,7,86
2025-04-08 01:00:00-07:00,152,13,0,54
2025-04-08 01:20:00-07:00,170,14,2,58
2025-04-08 01:40:00-07:00,105,10,0,51
2025-04-08 02:00:00-07:00,110,13,2,54
2025-04-08 02:20:00-07:00,60,5,0,52
2025-04-08 02:40:00-07:00,89,9,1,52
2025-04-08 03:00:00-07:00,65,7,1,49
2025-04-08 03:20:00-07:00,3,2,3,45
2025-04-08 03:40:00-07:00,34,3,0,46
2025-04-08 04:00:00-07:00,69,6,0,54
2025-04-08 04:20:00-07:00,51,6,4,69
2025-04-08 04:40:00-07:00,-37,7,11,104
2025-04-08 05:00:00-07:00,37,15,17,189
2025-04-08 05:20:00-07:00,-125,10,16,233
2025-04-08 05:40:00-07:00,-20,11,13,273
2025-04-08 06:00:00-07:00,-23,15,17,323
2025-04-08 06:20:00-07:00,64,21,17,376
2025-04-08 06:40:00-07:00,203,29,11,416
2025-04-08 07:00:00-07:00,1,26,29,465
2025-04-08 07:20:00-07:00,255,42,17,517
2025-04-08 07:40:00-07:00,499,52,18,543
2025-04-08 08:00:00-07:00,761,68,22,557
2025-04-08 08:20:00-07:00,1061,96,10,578
2025-04-08 08:40:00-07:00,1118,112,15,586
2025-04-08 09:00:00-07:00,1099,97,13,588
2025-04-08 09:20:00-07:00,913,100,16,579
2025-04-08 09:40:00-07:00,965,93,14,574
2025-04-08 10:00:00-07:00,935,92,13,568
2025-04-08 10:20:00-07:00,809,79,18,563
2025-04-08 10:40:00-07:00,646,82,27,553
