time_bucket,delay_total,late_5_min,early_5_min,count
2024-02-22 20:00:00-08:00,638,53,14,375
2024-02-22 20:20:00-08:00,938,76,17,419
2024-02-22 20:40:00-08:00,725,63,10,385
2024-02-22 21:00:00-08:00,681,53,12,363
2024-02-22 21:20:00-08:00,343,40,11,341
2024-02-22 21:40:00-08:00,361,47,13,307
2024-02-22 22:00:00-08:00,417,50,9,284
2024-02-22 22:20:00-08:00,530,45,13,238
2024-02-22 22:40:00-08:00,647,49,2,192
2024-02-22 23:00:00-08:00,481,42,3,173
2024-02-22 23:20:00-08:00,362,37,4,163
2024-02-22 23:40:00-08:00,375,36,5,168
2024-02-23 00:00:00-08:00,194,19,3,150
2024-02-23 00:20:00-08:00,172,17,5,125
2024-02-23 00:40:00-08:00,222,16,3,90
2024-02-23 01:00:00-08:00,121,7,0,56
2024-02-23 01:20:00-08:00,109,9,1,55
2024-02-23 01:40:00-08:00,50,6,0,48
2024-02-23 02:00:00-08:00,60,4,1,52
2024-02-23 02:20:00-08:00,55,7,2,52
2024-02-23 02:40:00-08:00,67,4,2,49
2024-02-23 03:00:00-08:00,65,4,0,49
2024-02-23 03:20:00-08:00,114,8,1,51
2024-02-23 03:40:00-08:00,106,5,0,53
2024-02-23 04:00:00-08:00,95,6,0,58
2024-02-23 04:20:00-08:00,89,7,2,63
2024-02-23 04:40:00-08:00,83,7,5,95
2024-02-23 05:00:00-08:00,81,14,3,175
2024-02-23 05:20:00-08:00,99,16,6,223
2024-02-23 05:40:00-08:00,126,22,10,261
2024-02-23 06:00:00-08:00,138,20,8,303
2024-02-23 06:20:00-08:00,229,23,6,346
2024-02-23 06:40:00-08:00,295,27,5,395
2024-02-23 07:00:00-08:00,97,25,12,451
2024-02-23 07:20:00-08:00,-58,13,25,483
2024-02-23 07:40:00-08:00,11,21,22,523
2024-02-23 08:00:00-08:00,117,30,21,528
2024-02-23 08:20:00-08:00,211,36,18,537
2024-02-23 08:40:00-08:00,254,45,20,550
2024-02-23 09:00:00-08:00,308,47,25,559
2024-02-23 09:20:00-08:00,311,43,23,562
2024-02-23 09:40:00-08:00,308,49,19,553
2024-02-23 10:00:00-08:00,428,41,14,554
2024-02-23 10:20:00-08:00,316,44,18,552
2024-02-23 10:40:00-08:00,316,43,23,547
2024-02-23 11:00:00-08:00,401,37,18,555
2024-02-23 11:20:00-08:00,253,31,13,550
2024-02-23 11:40:00-08:00,304,36,19,557
2024-02-23 12:00:00-08:00,460,42,14,538
2024-02-23 12:20:00-08:00,463,44,19,558
2024-02-23 12:40:00-08:00,449,46,15,557
2024-02-23 13:00:00-08:00,417,44,15,543
2024-02-23 13:20:00-08:00,379,42,15,556
2024-02-23 13:40:00-08:00,491,51,14,563
2024-02-23 14:00:00-08:00,417,49,8,567
2024-02-23 14:20:00-08:00,496,43,6,567
2024-02-23 14:40:00-08:00,598,56,14,556
2024-02-23 15:00:00-08:00,603,74,15,573
2024-02-23 15:20:00-08:00,798,74,13,582
2024-02-23 15:40:00-08:00,848,88,16,594
2024-02-23 16:00:00-08:00,1176,114,12,602
2024-02-23 16:20:00-08:00,1355,131,15,612
2024-02-23 16:40:00-08:00,1412,117,10,608
2024-02-23 17:00:00-08:00,1212,109,11,595
2024-02-23 17:20:00-08:00,1090,93,17,592
2024-02-23 17:40:00-08:00,1127,104,18,579
2024-02-23 18:00:00-08:00,906,97,29,571
2024-02-23 18:20:00-08:00,1000,87,20,543
2024-02-23 18:40:00-08:00,1054,92,20,528
2024-02-23 19:00:00-08:00,827,81,16,487
2024-02-23 19:20:00-08:00,868,62,12,459
2024-02-23 19:40:00-08:00,726,57,11,425
2024-02-23 20:00:00-08:00,187,20,6,191
