time_bucket,delay_total,late_5_min,early_5_min,count
2025-03-23 11:00:00-07:00,280,36,18,446
2025-03-23 11:20:00-07:00,315,42,20,456
2025-03-23 11:40:00-07:00,252,41,16,457
2025-03-23 12:00:00-07:00,249,46,26,459
2025-03-23 12:20:00-07:00,619,57,15,459
2025-03-23 12:40:00-07:00,675,71,20,462
2025-03-23 13:00:00-07:00,668,60,15,460
2025-03-23 13:20:00-07:00,815,73,15,468
2025-03-23 13:40:00-07:00,864,83,9,463
2025-03-23 14:00:00-07:00,611,77,18,469
2025-03-23 14:20:00-07:00,653,64,10,471
2025-03-23 14:40:00-07:00,651,61,11,458
2025-03-23 15:00:00-07:00,817,67,14,472
2025-03-23 15:20:00-07:00,536,61,15,465
2025-03-23 15:40:00-07:00,492,60,20,456
2025-03-23 16:00:00-07:00,590,54,16,453
2025-03-23 16:20:00-07:00,492,55,16,456
2025-03-23 16:40:00-07:00,724,76,14,458
2025-03-23 17:00:00-07:00,596,55,27,461
2025-03-23 17:20:00-07:00,595,66,26,460
2025-03-23 17:40:00-07:00,551,62,26,448
2025-03-23 18:00:00-07:00,471,53,20,439
2025-03-23 18:20:00-07:00,328,42,19,424
2025-03-23 18:40:00-07:00,167,45,26,413
2025-03-23 19:00:00-07:00,320,43,25,409
2025-03-23 19:20:00-07:00,301,38,21,391
2025-03-23 19:40:00-07:00,423,40,12,366
2025-03-23 20:00:00-07:00,525,38,16,361
2025-03-23 20:20:00-07:00,443,39,21,349
2025-03-23 20:40:00-07:00,525,40,7,336
2025-03-23 21:00:00-07:00,336,43,17,331
2025-03-23 21:20:00-07:00,257,34,20,309
2025-03-23 21:40:00-07:00,369,35,18,304
2025-03-23 22:00:00-07:00,132,25,22,272
2025-03-23 22:20:00-07:00,174,26,19,219
2025-03-23 22:40:00-07:00,189,13,9,187
2025-03-23 23:00:00-07:00,373,22,4,166
2025-03-23 23:20:00-07:00,295,29,7,169
2025-03-23 23:40:00-07:00,220,21,9,162
2025-03-24 00:00:00-07:00,211,19,8,151
2025-03-24 00:20:00-07:00,46,18,11,120
2025-03-24 00:40:00-07:00,66,11,3,78
2025-03-24 01:00:00-07:00,65,10,1,56
2025-03-24 01:20:00-07:00,103,11,0,52
2025-03-24 01:40:00-07:00,83,6,0,51
2025-03-24 02:00:00-07:00,56,4,1,50
2025-03-24 02:20:00-07:00,53,8,0,52
2025-03-24 02:40:00-07:00,42,9,2,45
2025-03-24 03:00:00-07:00,75,10,1,46
2025-03-24 03:20:00-07:00,47,7,2,48
2025-03-24 03:40:00-07:00,42,3,4,49
2025-03-24 04:00:00-07:00,29,3,1,51
2025-03-24 04:20:00-07:00,16,7,4,63
2025-03-24 04:40:00-07:00,-109,8,15,103
2025-03-24 05:00:00-07:00,-157,9,20,183
2025-03-24 05:20:00-07:00,-73,12,23,240
2025-03-24 05:40:00-07:00,8,15,22,282
2025-03-24 06:00:00-07:00,-279,8,30,318
2025-03-24 06:20:00-07:00,56,20,19,363
2025-03-24 06:40:00-07:00,131,30,22,409
2025-03-24 07:00:00-07:00,167,27,21,452
2025-03-24 07:20:00-07:00,112,30,18,498
2025-03-24 07:40:00-07:00,311,37,18,535
2025-03-24 08:00:00-07:00,401,47,19,540
2025-03-24 08:20:00-07:00,670,68,16,560
2025-03-24 08:40:00-07:00,869,83,13,570
2025-03-24 09:00:00-07:00,584,72,25,576
2025-03-24 09:20:00-07:00,489,70,19,555
2025-03-24 09:40:00-07:00,483,62,24,568
2025-03-24 10:00:00-07:00,498,61,22,547
2025-03-24 10:20:00-07:00,397,58,18,545
2025-03-24 10:40:00-07:00,363,61,24,546
