time_bucket,delay_total,late_5_min,early_5_min,count
2024-01-21 20:00:00-08:00,-44,19,21,333
2024-01-21 20:20:00-08:00,223,24,12,333
2024-01-21 20:40:00-08:00,323,28,14,328
2024-01-21 21:00:00-08:00,279,26,16,314
2024-01-21 21:20:00-08:00,153,22,16,302
2024-01-21 21:40:00-08:00,142,27,18,287
2024-01-21 22:00:00-08:00,333,37,9,276
2024-01-21 22:20:00-08:00,266,26,8,214
2024-01-21 22:40:00-08:00,445,34,4,183
2024-01-21 23:00:00-08:00,356,24,1,158
2024-01-21 23:20:00-08:00,318,24,4,152
2024-01-21 23:40:00-08:00,213,21,5,149
2024-01-22 00:00:00-08:00,193,19,6,145
2024-01-22 00:20:00-08:00,155,17,5,111
2024-01-22 00:40:00-08:00,139,14,4,78
2024-01-22 01:00:00-08:00,173,16,0,58
2024-01-22 01:20:00-08:00,196,12,1,54
2024-01-22 01:40:00-08:00,158,13,1,51
2024-01-22 02:00:00-08:00,97,11,3,51
2024-01-22 02:20:00-08:00,189,11,0,48
2024-01-22 02:40:00-08:00,165,14,0,47
2024-01-22 03:00:00-08:00,173,11,0,46
2024-01-22 03:20:00-08:00,168,12,1,48
2024-01-22 03:40:00-08:00,99,8,0,46
2024-01-22 04:00:00-08:00,167,9,1,52
2024-01-22 04:20:00-08:00,170,9,0,62
2024-01-22 04:40:00-08:00,139,9,3,87
2024-01-22 05:00:00-08:00,221,16,4,179
2024-01-22 05:20:00-08:00,266,24,5,228
2024-01-22 05:40:00-08:00,237,27,3,267
2024-01-22 06:00:00-08:00,269,29,7,313
2024-01-22 06:20:00-08:00,380,38,3,357
2024-01-22 06:40:00-08:00,467,38,5,403
2024-01-22 07:00:00-08:00,604,47,5,455
2024-01-22 07:20:00-08:00,550,58,8,502
2024-01-22 07:40:00-08:00,693,59,8,527
2024-01-22 08:00:00-08:00,915,78,8,560
2024-01-22 08:20:00-08:00,1168,111,8,565
2024-01-22 08:40:00-08:00,1480,142,8,582
2024-01-22 09:00:00-08:00,1438,120,6,582
2024-01-22 09:20:00-08:00,1099,95,14,577
2024-01-22 09:40:00-08:00,782,72,20,557
2024-01-22 10:00:00-08:00,456,62,22,544
2024-01-22 10:20:00-08:00,396,48,24,549
2024-01-22 10:40:00-08:00,299,44,30,545
2024-01-22 11:00:00-08:00,320,41,26,552
2024-01-22 11:20:00-08:00,98,33,34,543
2024-01-22 11:40:00-08:00,69,27,27,545
2024-01-22 12:00:00-08:00,146,37,30,542
2024-01-22 12:20:00-08:00,287,32,23,549
2024-01-22 12:40:00-08:00,301,34,24,556
2024-01-22 13:00:00-08:00,355,40,19,553
2024-01-22 13:20:00-08:00,353,37,24,555
2024-01-22 13:40:00-08:00,268,47,31,556
2024-01-22 14:00:00-08:00,257,44,29,549
2024-01-22 14:20:00-08:00,251,44,27,560
2024-01-22 14:40:00-08:00,127,33,29,557
2024-01-22 15:00:00-08:00,240,33,28,557
2024-01-22 15:20:00-08:00,217,38,23,560
2024-01-22 15:40:00-08:00,310,40,29,578
2024-01-22 16:00:00-08:00,385,48,26,586
2024-01-22 16:20:00-08:00,659,62,15,583
2024-01-22 16:40:00-08:00,813,89,18,596
2024-01-22 17:00:00-08:00,638,73,26,595
2024-01-22 17:20:00-08:00,490,67,30,575
2024-01-22 17:40:00-08:00,489,74,28,566
2024-01-22 18:00:00-08:00,489,66,26,547
2024-01-22 18:20:00-08:00,519,72,34,534
2024-01-22 18:40:00-08:00,352,44,29,500
2024-01-22 19:00:00-08:00,306,41,38,465
2024-01-22 19:20:00-08:00,563,38,38,444
2024-01-22 19:40:00-08:00,910,36,28,409
2024-01-22 20:00:00-08:00,303,16,19,189
