time_bucket,delay_total,late_5_min,early_5_min,count
2024-05-13 21:00:00-07:00,319,43,9,334
2024-05-13 21:20:00-07:00,500,50,9,351
2024-05-13 21:40:00-07:00,506,49,15,319
2024-05-13 22:00:00-07:00,410,43,9,291
2024-05-13 22:20:00-07:00,396,33,12,248
2024-05-13 22:40:00-07:00,408,34,4,189
2024-05-13 23:00:00-07:00,277,24,3,171
2024-05-13 23:20:00-07:00,164,24,5,170
2024-05-13 23:40:00-07:00,207,22,5,160
2024-05-14 00:00:00-07:00,112,16,10,158
2024-05-14 00:20:00-07:00,42,15,6,122
2024-05-14 00:40:00-07:00,78,10,4,79
2024-05-14 01:00:00-07:00,101,9,1,59
2024-05-14 01:20:00-07:00,77,9,0,55
2024-05-14 01:40:00-07:00,82,10,0,51
2024-05-14 02:00:00-07:00,43,5,0,52
2024-05-14 02:20:00-07:00,7,1,1,50
2024-05-14 02:40:00-07:00,16,4,0,50
2024-05-14 03:00:00-07:00,15,1,2,49
2024-05-14 03:20:00-07:00,30,5,0,51
2024-05-14 03:40:00-07:00,43,1,0,53
2024-05-14 04:00:00-07:00,32,3,0,51
2024-05-14 04:20:00-07:00,-2,3,1,66
2024-05-14 04:40:00-07:00,-3,4,3,95
2024-05-14 05:00:00-07:00,31,8,3,176
2024-05-14 05:20:00-07:00,7,10,8,221
2024-05-14 05:40:00-07:00,22,11,9,270
2024-05-14 06:00:00-07:00,65,15,6,305
2024-05-14 06:20:00-07:00,168,17,11,356
2024-05-14 06:40:00-07:00,194,19,9,402
2024-05-14 07:00:00-07:00,197,26,10,448
2024-05-14 07:20:00-07:00,307,34,10,505
2024-05-14 07:40:00-07:00,514,49,13,529
2024-05-14 08:00:00-07:00,625,58,14,558
2024-05-14 08:20:00-07:00,1006,77,10,565
2024-05-14 08:40:00-07:00,986,78,11,582
2024-05-14 09:00:00-07:00,932,70,15,589
2024-05-14 09:20:00-07:00,612,68,26,583
2024-05-14 09:40:00-07:00,610,63,17,567
2024-05-14 10:00:00-07:00,548,52,20,556
2024-05-14 10:20:00-07:00,738,58,15,572
2024-05-14 10:40:00-07:00,411,46,17,554
2024-05-14 11:00:00-07:00,220,36,25,558
2024-05-14 11:20:00-07:00,229,43,28,553
2024-05-14 11:40:00-07:00,255,46,24,561
2024-05-14 12:00:00-07:00,292,46,26,554
2024-05-14 12:20:00-07:00,627,60,20,563
2024-05-14 12:40:00-07:00,537,62,23,568
2024-05-14 13:00:00-07:00,576,66,24,554
2024-05-14 13:20:00-07:00,711,63,21,573
2024-05-14 13:40:00-07:00,506,57,24,565
2024-05-14 14:00:00-07:00,562,65,23,574
2024-05-14 14:20:00-07:00,495,59,15,568
2024-05-14 14:40:00-07:00,488,63,17,577
2024-05-14 15:00:00-07:00,527,61,15,573
2024-05-14 15:20:00-07:00,611,68,19,586
2024-05-14 15:40:00-07:00,915,89,19,597
2024-05-14 16:00:00-07:00,1108,96,15,597
2024-05-14 16:20:00-07:00,1325,108,8,617
2024-05-14 16:40:00-07:00,1440,122,16,605
2024-05-14 17:00:00-07:00,1435,116,18,607
2024-05-14 17:20:00-07:00,1431,121,15,592
2024-05-14 17:40:00-07:00,1396,119,20,596
2024-05-14 18:00:00-07:00,1080,97,25,563
2024-05-14 18:20:00-07:00,992,96,36,543
2024-05-14 18:40:00-07:00,904,88,34,520
2024-05-14 19:00:00-07:00,701,68,24,486
2024-05-14 19:20:00-07:00,663,67,20,461
2024-05-14 19:40:00-07:00,676,61,20,433
2024-05-14 20:00:00-07:00,461,52,19,411
2024-05-14 20:20:00-07:00,351,47,14,384
2024-05-14 20:40:00-07:00,402,46,16,367
2024-05-14 21:00:00-07:00,204,24,10,183
