time_bucket,delay_total,late_5_min,early_5_min,count
2024-02-25 20:00:00-08:00,250,39,16,339
2024-02-25 20:20:00-08:00,257,35,14,341
2024-02-25 20:40:00-08:00,181,29,14,332
2024-02-25 21:00:00-08:00,181,28,12,328
2024-02-25 21:20:00-08:00,236,34,15,309
2024-02-25 21:40:00-08:00,63,20,17,287
2024-02-25 22:00:00-08:00,127,31,17,265
2024-02-25 22:20:00-08:00,204,27,13,219
2024-02-25 22:40:00-08:00,141,19,7,178
2024-02-25 23:00:00-08:00,239,19,3,167
2024-02-25 23:20:00-08:00,194,21,3,160
2024-02-25 23:40:00-08:00,196,19,2,150
2024-02-26 00:00:00-08:00,84,14,6,138
2024-02-26 00:20:00-08:00,78,13,5,117
2024-02-26 00:40:00-08:00,259,20,3,90
2024-02-26 01:00:00-08:00,46,13,4,61
2024-02-26 01:20:00-08:00,87,8,2,55
2024-02-26 01:40:00-08:00,58,5,0,47
2024-02-26 02:00:00-08:00,25,5,1,49
2024-02-26 02:20:00-08:00,39,2,0,45
2024-02-26 02:40:00-08:00,54,6,1,46
2024-02-26 03:00:00-08:00,59,7,0,51
2024-02-26 03:20:00-08:00,38,5,1,50
2024-02-26 03:40:00-08:00,56,6,1,47
2024-02-26 04:00:00-08:00,43,4,0,51
2024-02-26 04:20:00-08:00,74,8,0,69
2024-02-26 04:40:00-08:00,26,8,2,101
2024-02-26 05:00:00-08:00,71,13,2,171
2024-02-26 05:20:00-08:00,38,17,6,226
2024-02-26 05:40:00-08:00,-22,10,12,272
2024-02-26 06:00:00-08:00,51,16,10,304
2024-02-26 06:20:00-08:00,125,21,7,363
2024-02-26 06:40:00-08:00,143,19,8,393
2024-02-26 07:00:00-08:00,155,22,14,458
2024-02-26 07:20:00-08:00,151,30,18,498
2024-02-26 07:40:00-08:00,233,37,17,534
2024-02-26 08:00:00-08:00,460,48,19,547
2024-02-26 08:20:00-08:00,607,57,15,557
2024-02-26 08:40:00-08:00,752,76,15,573
2024-02-26 09:00:00-08:00,986,72,15,581
2024-02-26 09:20:00-08:00,686,63,18,560
2024-02-26 09:40:00-08:00,622,66,19,559
2024-02-26 10:00:00-08:00,511,48,15,553
2024-02-26 10:20:00-08:00,410,44,26,559
2024-02-26 10:40:00-08:00,62,33,35,547
2024-02-26 11:00:00-08:00,128,37,32,547
2024-02-26 11:20:00-08:00,217,36,26,544
2024-02-26 11:40:00-08:00,400,42,24,557
2024-02-26 12:00:00-08:00,285,43,31,554
2024-02-26 12:20:00-08:00,340,44,29,559
2024-02-26 12:40:00-08:00,588,58,23,572
2024-02-26 13:00:00-08:00,419,50,27,546
2024-02-26 13:20:00-08:00,386,48,21,565
2024-02-26 13:40:00-08:00,340,44,28,547
2024-02-26 14:00:00-08:00,196,45,35,562
2024-02-26 14:20:00-08:00,374,41,28,562
2024-02-26 14:40:00-08:00,344,33,26,561
2024-02-26 15:00:00-08:00,272,33,23,568
2024-02-26 15:20:00-08:00,562,49,25,584
2024-02-26 15:40:00-08:00,599,58,18,588
2024-02-26 16:00:00-08:00,743,88,28,609
2024-02-26 16:20:00-08:00,1108,100,20,613
2024-02-26 16:40:00-08:00,1019,93,20,598
2024-02-26 17:00:00-08:00,836,84,26,595
2024-02-26 17:20:00-08:00,713,83,30,591
2024-02-26 17:40:00-08:00,863,81,22,587
2024-02-26 18:00:00-08:00,760,79,33,562
2024-02-26 18:20:00-08:00,761,68,36,553
2024-02-26 18:40:00-08:00,540,56,33,509
2024-02-26 19:00:00-08:00,323,45,25,481
2024-02-26 19:20:00-08:00,227,45,26,448
2024-02-26 19:40:00-08:00,153,38,25,418
2024-02-26 20:00:00-08:00,36,15,8,196
