time_bucket,delay_total,late_5_min,early_5_min,count
2025-03-19 11:00:00-07:00,287,48,26,549
2025-03-19 11:20:00-07:00,697,80,31,601
2025-03-19 11:40:00-07:00,566,74,33,582
2025-03-19 12:00:00-07:00,666,81,26,591
2025-03-19 12:20:00-07:00,636,70,22,560
2025-03-19 12:40:00-07:00,822,96,22,557
2025-03-19 13:00:00-07:00,563,81,28,562
2025-03-19 13:20:00-07:00,503,69,29,566
2025-03-19 13:40:00-07:00,759,72,19,573
2025-03-19 14:00:00-07:00,698,82,32,590
2025-03-19 14:20:00-07:00,598,83,23,578
2025-03-19 14:40:00-07:00,1017,102,21,581
2025-03-19 15:00:00-07:00,1303,121,14,586
2025-03-19 15:20:00-07:00,1363,123,11,603
2025-03-19 15:40:00-07:00,1380,137,16,601
2025-03-19 16:00:00-07:00,1452,127,15,610
2025-03-19 16:20:00-07:00,1212,119,20,618
2025-03-19 16:40:00-07:00,1306,122,14,614
2025-03-19 17:00:00-07:00,1134,106,18,604
2025-03-19 17:20:00-07:00,1309,123,20,599
2025-03-19 17:40:00-07:00,1578,135,16,591
2025-03-19 18:00:00-07:00,1460,132,14,586
2025-03-19 18:20:00-07:00,1009,112,28,577
2025-03-19 18:40:00-07:00,844,85,24,535
2025-03-19 19:00:00-07:00,775,79,23,503
2025-03-19 19:20:00-07:00,860,78,15,457
2025-03-19 19:40:00-07:00,973,96,20,444
2025-03-19 20:00:00-07:00,810,75,20,416
2025-03-19 20:20:00-07:00,676,70,18,406
2025-03-19 20:40:00-07:00,695,68,15,378
2025-03-19 21:00:00-07:00,745,67,9,367
2025-03-19 21:20:00-07:00,420,48,16,348
2025-03-19 21:40:00-07:00,228,40,18,331
2025-03-19 22:00:00-07:00,138,36,19,295
2025-03-19 22:20:00-07:00,236,30,17,243
2025-03-19 22:40:00-07:00,327,39,11,193
2025-03-19 23:00:00-07:00,323,31,7,175
2025-03-19 23:20:00-07:00,274,29,8,165
2025-03-19 23:40:00-07:00,350,26,4,163
2025-03-20 00:00:00-07:00,192,27,6,163
2025-03-20 00:20:00-07:00,94,19,8,123
2025-03-20 00:40:00-07:00,169,16,4,83
2025-03-20 01:00:00-07:00,214,17,2,55
2025-03-20 01:20:00-07:00,208,15,0,54
2025-03-20 01:40:00-07:00,153,11,1,51
2025-03-20 02:00:00-07:00,108,12,0,48
2025-03-20 02:20:00-07:00,90,5,1,54
2025-03-20 02:40:00-07:00,53,8,4,52
2025-03-20 03:00:00-07:00,50,6,0,48
2025-03-20 03:20:00-07:00,53,5,0,50
2025-03-20 03:40:00-07:00,57,5,1,51
2025-03-20 04:00:00-07:00,23,6,1,52
2025-03-20 04:20:00-07:00,-2,7,4,69
2025-03-20 04:40:00-07:00,-73,5,10,105
2025-03-20 05:00:00-07:00,-147,7,17,175
2025-03-20 05:20:00-07:00,15,21,15,242
2025-03-20 05:40:00-07:00,-53,20,22,283
2025-03-20 06:00:00-07:00,-99,15,26,321
2025-03-20 06:20:00-07:00,-122,21,23,372
2025-03-20 06:40:00-07:00,237,36,15,407
2025-03-20 07:00:00-07:00,247,37,18,463
2025-03-20 07:20:00-07:00,312,35,17,508
2025-03-20 07:40:00-07:00,393,45,14,537
2025-03-20 08:00:00-07:00,596,64,20,554
2025-03-20 08:20:00-07:00,800,72,15,568
2025-03-20 08:40:00-07:00,953,87,11,591
2025-03-20 09:00:00-07:00,760,87,18,573
2025-03-20 09:20:00-07:00,682,76,15,571
2025-03-20 09:40:00-07:00,737,74,24,574
2025-03-20 10:00:00-07:00,738,71,13,565
2025-03-20 10:20:00-07:00,655,74,22,562
2025-03-20 10:40:00-07:00,657,74,14,548
