time_bucket,delay_total,late_5_min,early_5_min,count
2023-12-18 20:00:00-08:00,141,33,29,385
2023-12-18 20:20:00-08:00,656,71,21,421
2023-12-18 20:40:00-08:00,866,77,17,405
2023-12-18 21:00:00-08:00,659,56,13,367
2023-12-18 21:20:00-08:00,300,37,15,337
2023-12-18 21:40:00-08:00,319,42,10,296
2023-12-18 22:00:00-08:00,237,31,17,282
2023-12-18 22:20:00-08:00,389,38,8,239
2023-12-18 22:40:00-08:00,446,42,5,188
2023-12-18 23:00:00-08:00,294,26,5,171
2023-12-18 23:20:00-08:00,330,27,2,160
2023-12-18 23:40:00-08:00,244,24,7,158
2023-12-19 00:00:00-08:00,256,29,6,152
2023-12-19 00:20:00-08:00,399,33,7,131
2023-12-19 00:40:00-08:00,227,22,4,83
2023-12-19 01:00:00-08:00,142,16,1,62
2023-12-19 01:20:00-08:00,113,12,0,53
2023-12-19 01:40:00-08:00,130,11,0,51
2023-12-19 02:00:00-08:00,80,8,1,51
2023-12-19 02:20:00-08:00,102,10,1,53
2023-12-19 02:40:00-08:00,110,9,0,55
2023-12-19 03:00:00-08:00,56,7,1,49
2023-12-19 03:20:00-08:00,93,11,1,52
2023-12-19 03:40:00-08:00,65,6,1,52
2023-12-19 04:00:00-08:00,97,7,1,51
2023-12-19 04:20:00-08:00,136,12,1,71
2023-12-19 04:40:00-08:00,75,13,1,101
2023-12-19 05:00:00-08:00,118,10,2,171
2023-12-19 05:20:00-08:00,158,22,8,222
2023-12-19 05:40:00-08:00,195,27,7,256
2023-12-19 06:00:00-08:00,256,26,4,301
2023-12-19 06:20:00-08:00,301,35,5,339
2023-12-19 06:40:00-08:00,359,39,8,395
2023-12-19 07:00:00-08:00,299,32,10,443
2023-12-19 07:20:00-08:00,300,32,16,486
2023-12-19 07:40:00-08:00,360,43,18,522
2023-12-19 08:00:00-08:00,666,55,15,545
2023-12-19 08:20:00-08:00,735,62,16,554
2023-12-19 08:40:00-08:00,712,70,20,570
2023-12-19 09:00:00-08:00,445,58,20,570
2023-12-19 09:20:00-08:00,332,47,23,571
2023-12-19 09:40:00-08:00,286,40,29,543
2023-12-19 10:00:00-08:00,349,38,21,576
2023-12-19 10:20:00-08:00,326,42,25,562
2023-12-19 10:40:00-08:00,405,51,15,560
2023-12-19 11:00:00-08:00,371,44,23,556
2023-12-19 11:20:00-08:00,283,38,27,567
2023-12-19 11:40:00-08:00,269,45,21,558
2023-12-19 12:00:00-08:00,256,45,25,545
2023-12-19 12:20:00-08:00,306,47,22,560
2023-12-19 12:40:00-08:00,342,40,23,556
2023-12-19 13:00:00-08:00,575,51,25,569
2023-12-19 13:20:00-08:00,701,64,19,581
2023-12-19 13:40:00-08:00,809,73,12,590
2023-12-19 14:00:00-08:00,622,62,17,578
2023-12-19 14:20:00-08:00,463,57,21,569
2023-12-19 14:40:00-08:00,534,56,26,585
2023-12-19 15:00:00-08:00,644,65,19,581
2023-12-19 15:20:00-08:00,659,68,14,598
2023-12-19 15:40:00-08:00,621,63,14,585
2023-12-19 16:00:00-08:00,690,73,17,600
2023-12-19 16:20:00-08:00,834,78,15,586
2023-12-19 16:40:00-08:00,911,86,10,594
2023-12-19 17:00:00-08:00,998,96,17,593
2023-12-19 17:20:00-08:00,1104,108,15,580
2023-12-19 17:40:00-08:00,1498,126,24,593
2023-12-19 18:00:00-08:00,1233,111,25,572
2023-12-19 18:20:00-08:00,993,98,28,549
2023-12-19 18:40:00-08:00,806,79,30,518
2023-12-19 19:00:00-08:00,653,70,33,495
2023-12-19 19:20:00-08:00,237,46,29,440
2023-12-19 19:40:00-08:00,626,45,24,418
2023-12-19 20:00:00-08:00,66,20,16,200
